  *** Tramo Revision: 942  Build: 2017/09/25 09:39:13                                                           ***
"VATASA"
  DATE            Xorig                Xint                Xlin           RESIDUALS                Mean                  TD                  EE                  TO                  LS     Reg 1 (REFF = 6)
 6-2008      16352928.0          16352928.0          16063060.1        -0.576360062E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.969703          100.406674          99.9981687          100.791093          100.013412          99.6187610    
 7-2008      22505993.0          22505993.0          22887030.3         0.944924832E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          99.4308117          100.002540          98.8945604          100.000000          100.002679    
 8-2008      28831916.0          28831916.0          28321210.5        -0.377110064E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.401308          100.410686          99.9981891          100.795561          100.031962          100.154406    
 9-2008      12736687.0          12736687.0          12882198.6        -0.143677120E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.4381811          99.4308117          100.000008          99.9966752          99.9999442          100.001607    
10-2008      7019496.00          7019496.00          7098337.86        -0.932650664E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.001712          100.002527          98.9033289          99.9814377          99.9973214    
11-2008      5544431.00          5544431.00          5506532.14        -0.551564878E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.404128          100.404954          99.9981764          100.787742          100.013301          99.0865115    
12-2008      7209408.00          7209408.00          7153795.98         0.744026563E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.082607          98.9450312          100.004712          101.274810          100.021263          100.460705    
 1-2009      7486012.00          7486012.00          7353591.68        -0.304905174E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.6803328          100.816728          100.001468          100.483261          99.9706144          100.840844    
 2-2009      7055797.00          7055797.00          7055709.19        -0.272786472E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2009      7491499.00          7491499.00          7639964.27        -0.144623603E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          99.7750046          100.000000          99.9974728          101.113314          100.018566          99.4657136    
 4-2009      7819852.00          7819852.00          7827185.44        -0.409863512E-01      100.000000          100.000000          102.351863          100.000000          100.000000          100.083731          99.8402996          100.003271          98.5859656          99.9946988          99.0881040    
 5-2009      9667442.00          9667442.00          9496796.13         0.987783962E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.402436          100.406101          99.9981891          100.795561          100.031813          100.151723    
 6-2009      15325104.0          15325104.0          15399656.4        -0.307514454E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.2824643          100.406674          100.000709          99.6802223          99.9948104          100.153870    
 7-2009      22612908.0          22612908.0          22869119.8         0.350923618E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          100.002540          98.8945604          99.9814005          100.002679    
 8-2009      29574627.0          29574627.0          29534922.7         0.538920190E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          100.410686          99.9981891          100.795561          100.013357          99.0865115    
 9-2009      13038561.0          13038561.0          13113319.3         0.176697088E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          99.4308117          100.002548          99.9966752          99.9999442          100.001607    
10-2009      6964663.00          6964663.00          7005437.72        -0.182185057E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.001712          99.9999873          98.9033289          99.9814377          100.534463    
11-2009      5372572.00          5372572.00          5337265.31        -0.458512497E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          100.404954          99.9981764          100.787742          100.013301          99.6187610    
12-2009      7380491.00          7380491.00          7608577.76         0.747283998E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.5220007          100.081088          100.004712          97.9618901          100.021263          99.3895443    
 1-2010      7621440.00          7621440.00          7523897.68         0.306908946E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.241831          100.242891          99.9938460          100.483261          100.026417          100.302065    
 2-2010      7129575.00          7129575.00          7129486.27        -0.120886631E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2010      7614481.00          7614481.00          7899994.64         0.160051836E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          99.2161217          99.4308117          100.002553          99.9988917          99.9999442          100.000000    
 4-2010      8232730.00          8232730.00          8154354.39         0.932825316E-02      100.000000          100.000000          102.351863          100.000000          100.000000          100.083731          99.8402996          100.000731          98.5859656          99.9761003          100.155479    
 5-2010      8730493.00          8730493.00          8719269.95        -0.805052958E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          100.406101          99.9981891          100.795561          100.013208          99.0838574    
 6-2010      15119547.0          15119547.0          15281850.0        -0.100499567E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8417209          99.2669205          99.9981687          99.6802223          99.9948104          100.153870    
 7-2010      23228318.0          23228318.0          23366584.2         0.395671345E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          100.000000          98.8945604          99.9814005          100.539849    
 8-2010      29391485.0          29391485.0          29362497.2         0.952669657E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          99.8385899          99.9981891          100.795561          100.013357          99.6187610    
 9-2010      12738301.0          12738301.0          12880378.3        -0.116112344E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          100.002548          98.8945604          99.9999442          100.001607    
10-2010      7218352.00          7218352.00          7058056.84         0.776347600E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.566123          100.574169          99.9974474          101.120037          100.000056          99.9973214    
11-2010      5438095.00          5438095.00          5465887.46         0.116755684E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.404128          99.2646540          100.000719          99.6758035          99.9946988          100.154406    
12-2010      7084133.00          7084133.00          7349341.78        -0.172947780E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.5220007          99.5114386          99.9996317          97.9618901          99.9654449          99.3895443    
 1-2011      7949088.00          7949088.00          7802802.10         0.435562086E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.6803328          100.242891          99.9989256          102.735381          100.007813          99.2325960    
 2-2011      6807869.00          6807869.00          6807784.27        -0.561809995E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2011      7934422.00          7934422.00          8095601.43         0.384848603E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          99.7750046          99.4308117          100.002553          101.113314          99.9999442          100.000000    
 4-2011      8105327.00          8105327.00          7897261.10        -0.299131739E-01      100.000000          100.000000          102.351863          100.000000          100.000000          100.083731          99.8402996          100.000731          99.6846413          99.9761003          100.693471    
 5-2011      8295070.00          8295070.00          8287314.65        -0.666851644E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          99.8346008          99.9981891          100.795561          100.013208          99.6160927    
 6-2011      15638224.0          15638224.0          15542123.3         0.349805581E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8417209          99.8351706          100.003249          100.791093          99.9948104          100.153870    
 7-2011      23454461.0          23454461.0          22935471.8         0.355194894E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.562169          100.572447          99.9974601          101.112193          100.000000          100.002679    
 8-2011      29208029.0          29208029.0          29353088.3         0.151455732E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.401308          99.2703204          100.003271          99.6846413          99.9947360          100.154406    
 9-2011      12931535.0          12931535.0          13078532.2         0.206489688E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          100.000008          98.8945604          99.9813447          100.001607    
10-2011      7360128.00          7360128.00          7235877.20         0.291127463E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.574169          99.9974474          101.120037          100.018659          99.9973214    
11-2011      5314989.00          5314989.00          5311126.85        -0.311322707E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          100.404954          100.003259          99.6758035          99.9946988          100.154406    
12-2011      6897683.00          6897683.00          6810265.59        -0.773061456E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.646936          99.5114386          100.002172          100.157498          99.9654449          101.000336    
 1-2012      7239232.00          7239232.00          7265122.55        -0.326885247E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.6803328          99.6723198          99.9989256          100.483261          100.045025          99.7656302    
 2-2012      6276720.00          6276720.00          6276482.47        -0.596882840E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          100.002527          100.000000          100.000056          99.9983929    
 3-2012      7452706.00          7452706.00          7690601.83         0.117997498E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          99.7750046          100.000000          100.000013          98.8967525          99.9813447          100.537156    
 4-2012      7773082.00          7773082.00          7525437.68        -0.612476487E-02      100.000000          100.000000          102.351863          100.000000          100.000000          100.083731          100.411832          99.9931095          100.795561          100.013301          99.6203621    
 5-2012      7283187.00          7283187.00          7358551.25        -0.889676707E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          100.406101          100.003271          98.5859656          99.9946058          100.151723    
 6-2012      14234353.0          14234353.0          14384415.5         0.383671486E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.8417209          99.8351706          100.000709          99.6802223          99.9762118          99.6187610    
 7-2012      20687141.0          20687141.0          20565983.1        -0.354333464E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          99.9974601          101.112193          100.018603          99.4683779    
 8-2012      27451805.0          27451805.0          27899820.0         0.371192948E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          99.8385899          99.9981891          98.5859656          99.9761375          100.154406    
 9-2012      11612580.0          11612580.0          11353635.5        -0.613724574E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.562169          100.572447          99.9974652          101.112193          100.018566          100.001607    
10-2012      6620966.00          6620966.00          6695747.63         0.249595603E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.4426497          99.4319468          100.002527          100.005542          100.000056          99.9973214    
11-2012      5430217.00          5430217.00          5398297.68         0.955976782E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          99.8328912          100.000719          100.787742          99.9761003          100.154406    
12-2012      6535200.00          6535200.00          6516513.17        -0.983465001E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.5220007          101.230768          99.9945520          100.157498          100.002641          99.3895443    
 1-2013      6621535.00          6621535.00          6722762.70        -0.337004008E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.6803328          100.242891          100.004008          98.2805121          99.9892119          100.302065    
 2-2013      6228016.00          6228016.00          6227938.49         0.347611365E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2013      7440313.00          7440313.00          7124560.00        -0.275340940E-01      100.000000          100.000000          102.351863          100.000000          100.000000          100.337036          100.572447          99.9974728          101.113314          99.9999442          100.000000    
 4-2013      7002398.00          7002398.00          7106933.89        -0.466656352E-02      100.000000          100.000000          97.7021789          100.000000          100.000000          99.5231188          99.2720203          100.000731          101.918861          99.9946988          100.155479    
 5-2013      7318885.00          7318885.00          7438710.43         0.387329837E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          99.8346008          99.9981891          98.5859656          99.9760073          100.151723    
 6-2013      14122344.0          14122344.0          13875621.9         0.102432458E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.404128          100.406674          99.9981687          100.791093          100.013412          100.153870    
 7-2013      21299913.0          21299913.0          21542467.6         0.713961102E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.4381811          99.4308117          100.002540          99.9966752          100.000000          100.002679    
 8-2013      27998894.0          27998894.0          27682634.7         0.153490928E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          99.8385899          100.000731          100.795561          99.9761375          100.692392    
 9-2013      11835752.0          11835752.0          11699652.4         0.217487155E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.572447          99.9974652          101.112193          100.018566          99.4667793    
10-2013      6323632.00          6323632.00          6430103.36        -0.341322737E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          99.4319468          100.002527          98.9033289          100.000056          99.9973214    
11-2013      5546065.00          5546065.00          5543121.56         0.668106165E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          99.8328912          100.000719          99.6758035          100.013301          100.692392    
12-2013      6691313.00          6691313.00          6603089.97         0.101380378E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.5220007          99.5114386          99.9945520          102.403451          100.002641          99.9239569    
 1-2014      6680277.00          6680277.00          6746622.74        -0.107175223E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.806491          99.6723198          99.9989256          98.2805121          99.9706144          100.302065    
 2-2014      5971745.00          5971745.00          5971670.68        -0.351260906E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2014      7231040.00          7231040.00          7293193.78         0.245788736E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          99.7750046          100.572447          99.9974728          101.113314          100.018566          100.000000    
 4-2014      7737520.00          7737520.00          7618333.32         0.680047926E-01      100.000000          100.000000          102.351863          100.000000          100.000000          100.083731          99.2720203          100.003271          99.6846413          100.031906          100.155479    
 5-2014      7979656.00          7979656.00          7889926.32         0.503714102E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          99.8346008          100.000731          100.795561          99.9760073          100.689695    
 6-2014      13704000.0          13704000.0          13461086.3        -0.617298743E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.969703          100.406674          99.9981687          100.791093          100.013412          99.6187610    
 7-2014      20740895.0          20740895.0          21092048.4        -0.126850405E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          99.4308117          100.002540          98.8945604          100.000000          100.002679    
 8-2014      27409282.0          27409282.0          26923775.9        -0.264171755E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.401308          100.410686          99.9981891          100.795561          100.031962          100.154406    
 9-2014      11528227.0          11528227.0          11659932.4         0.908300317E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.4381811          99.4308117          100.000008          99.9966752          99.9999442          100.001607    
10-2014      6382531.00          6382531.00          6454218.57        -0.165666932E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.001712          100.002527          98.9033289          99.9814377          99.9973214    
11-2014      5278915.00          5278915.00          5242831.07        -0.326550760E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.404128          100.404954          99.9981764          100.787742          100.013301          99.0865115    
12-2014      6923607.00          6923607.00          6870199.60         0.608845564E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.082607          98.9450312          100.004712          101.274810          100.021263          100.460705    
 1-2015      6745051.00          6745051.00          6625737.56        -0.202168238E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.6803328          100.816728          100.001468          100.483261          99.9706144          100.840844    
 2-2015      6332829.00          6332829.00          6332750.19         0.540332260E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2015      7008424.00          7008424.00          7147315.77        -0.255502214E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          99.7750046          100.000000          99.9974728          101.113314          100.018566          99.4657136    
 4-2015      7520636.00          7520636.00          7527688.84         0.575229832E-02      100.000000          100.000000          102.351863          100.000000          100.000000          100.083731          99.8402996          100.003271          98.5859656          99.9946988          99.0881040    
 5-2015      8945442.00          8945442.00          7629733.34        -0.167855331E-01      100.000000          100.000000          100.000000          115.174937          100.000000          100.402436          100.406101          99.9981891          100.795561          100.031813          100.151723    
 6-2015      14159770.0          14159770.0          14228653.4         0.472090354E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.2824643          100.406674          100.000709          99.6802223          99.9948104          100.153870    
 7-2015      21995386.0          21995386.0          22244601.1         0.406115004E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          100.002540          98.8945604          99.9814005          100.002679    
 8-2015      28648628.0          28648628.0          28610166.8         0.308755594E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          100.410686          99.9981891          100.795561          100.013357          99.0865115    
 9-2015      12365831.0          12365831.0          12436732.1         0.340886587E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          99.4308117          100.002548          99.9966752          99.9999442          100.001607    
10-2015      6991974.00          6991974.00          7032908.61         0.429724429E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.001712          99.9999873          98.9033289          99.9814377          100.534463    
11-2015      5393246.00          5393246.00          5357803.45        -0.434928885E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          100.404954          99.9981764          100.787742          100.013301          99.6187610    
12-2015      7210946.00          7210946.00          7433793.14         0.522340842E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.5220007          100.081088          100.004712          97.9618901          100.021263          99.3895443    
 1-2016      7157946.00          7157946.00          7066335.67         0.300089684E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.241831          100.242891          99.9938460          100.483261          100.026417          100.302065    
 2-2016      6809731.00          6809731.00          6848004.89         0.369664269E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.4426497          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2016      7910354.00          7910354.00          7789068.68         0.142868893E-01      100.000000          100.000000          102.351863          100.000000          100.000000          100.902233          99.4308117          100.002553          98.8967525          99.9999442          100.000000    
 4-2016      7439115.00          7439115.00          7593093.20        -0.599209660E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          100.083731          99.8402996          100.000731          99.6846413          99.9761003          100.693471    
 5-2016      7506808.00          7506808.00          7499789.63        -0.745744900E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          99.8346008          99.9981891          100.795561          100.013208          99.6160927    
 6-2016      14952857.0          14952857.0          14860968.0         0.261303236E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8417209          99.8351706          100.003249          100.791093          99.9948104          100.153870    
 7-2016      22504955.0          22504955.0          22006976.0        -0.335273731E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.562169          100.572447          99.9974601          101.112193          100.000000          100.002679    
 8-2016      28584163.0          28584163.0          28726123.9        -0.823207795E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.401308          99.2703204          100.003271          99.6846413          99.9947360          100.154406    
 9-2016      12556501.0          12556501.0          12699235.1         0.148002031E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          100.000008          98.8945604          99.9813447          100.001607    
10-2016      7248834.00          7248834.00          7126462.02         0.859088489E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.574169          99.9974474          101.120037          100.018659          99.9973214    
11-2016      5584499.00          5584499.00          5580441.01         0.108626456E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          100.404954          100.003259          99.6758035          99.9946988          100.154406    
12-2016      7430743.00          7430743.00          7336569.88        -0.206971801E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.646936          99.5114386          100.002172          100.157498          99.9654449          101.000336    
 1-2017      7378605.00          7378605.00          7404994.01         0.349308558E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.6803328          99.6723198          99.9989256          100.483261          100.045025          99.7656302    
 2-2017      6650444.00          6650444.00          6650361.23        -0.407059967E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2017      7553176.00          7553176.00          7835947.34         0.288971524E-02      100.000000          100.000000          97.7021789          100.000000          100.000000          99.7750046          100.000000          100.002553          98.8967525          99.9813447          100.000000    
 4-2017      8803700.00          8803700.00          8334077.79         0.676290587E-01      100.000000          100.000000          102.351863          100.000000          100.000000          100.647501          101.564731          99.9981891          100.795561          100.013301          100.155479    
 5-2017      7963184.00          7963184.00          8003187.16         0.972057797E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.402436          99.2663539          100.003271          99.6846413          99.9946058          100.151723    
 6-2017      15716040.0          15716040.0          15966973.5         0.379197913E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8417209          99.8351706          100.000709          98.5815953          100.013412          100.153870    
 7-2017      23711694.0          23711694.0          23313419.0        -0.330739750E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.572447          99.9974601          101.112193          100.018603          100.002679    
 8-2017      28464215.0          28464215.0          28757117.8        -0.541761819E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          100.410686          100.003271          98.5859656          99.9947360          100.154406    
 9-2017      12539913.0          12539913.0          12475664.8        -0.507783546E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          100.000008          99.9966752          99.9813447          100.538772    
10-2017      7027496.00          7027496.00          6985733.93        -0.386326013E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.001712          99.9974474          101.120037          100.018659          99.4630493    
11-2017      5937486.00          5937486.00          6033976.66         0.722621663E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          99.8328912          99.9981764          98.5772251          99.9946988          100.154406    
12-2017      8269214.00          8269214.00          8019387.68         0.531840558E-01      100.000000          100.000000          100.000000          100.000000          100.000000          101.213878          101.230768          99.9996317          100.157498          100.021263          100.460705    
 1-2018      7510535.00          7510535.00          7666918.78        -0.141962728E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.241831          99.1049966          100.004008          99.3757837          99.9892119          99.2325960    
 2-2018      6902823.00          6902823.00          6902737.09        -0.186189060E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2018      7869121.00          7869121.00          7751416.25        -0.515171795E-01      100.000000          100.000000          102.351863          100.000000          100.000000          99.7750046          100.000000          100.000013          98.8967525          99.9813447          100.537156    
 4-2018      8682225.00          8682225.00          8805642.56         0.496527909E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          100.083731          100.411832          99.9931095          100.795561          100.013301          99.6203621    
 5-2018      8086194.00          8086194.00          8169867.52        -0.110479696E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          100.406101          100.003271          98.5859656          99.9946058          100.151723    
 6-2018      15822729.0          15822729.0          15989536.6        -0.174594798E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8417209          99.8351706          100.000709          99.6802223          99.9762118          99.6187610    
 7-2018      22481198.0          22481198.0          22349532.9        -0.652250157E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.000000          99.9974601          101.112193          100.018603          99.4683779    
 8-2018      28578113.0          28578113.0          29044509.5        -0.985289756E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          99.8385899          99.9981891          98.5859656          99.9761375          100.154406    
 9-2018      12937923.0          12937923.0          12649425.2        -0.691721306E-02      100.000000          100.000000          100.000000          100.000000          100.000000          100.562169          100.572447          99.9974652          101.112193          100.018566          100.001607    
10-2018      6960044.00          6960044.00          7038655.41        -0.120194231E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.4426497          99.4319468          100.002527          100.005542          100.000056          99.9973214    
11-2018      6346955.00          6346955.00          6309647.01         0.592429173E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          99.8328912          100.000719          100.787742          99.9761003          100.154406    
12-2018      8015943.00          8015943.00          7993022.12        -0.545559121E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.5220007          101.230768          99.9945520          100.157498          100.002641          99.3895443    
 1-2019      7328267.00          7328267.00          7440298.97        -0.425541270E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.6803328          100.242891          100.004008          98.2805121          99.9892119          100.302065    
 2-2019      6845455.00          6845455.00          6845369.81        -0.138230967E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          99.9983929    
 3-2019      8071591.00          8071591.00          8096876.06         0.303875026E-01      100.000000          100.000000          97.7021789          100.000000          100.000000          100.337036          100.572447          99.9974728          101.113314          99.9999442          100.000000    
 4-2019      8912571.00          8912571.00          8634694.66        -0.152816131E-01      100.000000          100.000000          102.351863          100.000000          100.000000          99.5231188          99.2720203          100.000731          101.918861          99.9946988          100.155479    
 5-2019      8058882.00          8058882.00          8190822.73        -0.281291623E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.8400385          99.8346008          99.9981891          98.5859656          99.9760073          100.151723    
 6-2019      15566774.0          15566774.0          15294817.3        -0.519376114E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.404128          100.406674          99.9981687          100.791093          100.013412          100.153870    
 7-2019      22534464.0          22534464.0          22791077.2         0.110284428E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.4381811          99.4308117          100.002540          99.9966752          100.000000          100.002679    
 8-2019      28759232.0          28759232.0          28434384.4        -0.218633898E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          99.8385899          100.000731          100.795561          99.9761375          100.692392    
 9-2019      12796531.0          12796531.0          12649383.4         0.579363377E-02      100.000000          100.000000          100.000000          100.000000          100.000000          99.9983149          100.572447          99.9974652          101.112193          100.018566          99.4667793    
10-2019      7164178.00          7164178.00          7284801.68         0.362768873E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          99.4319468          100.002527          98.9033289          100.000056          99.9973214    
11-2019      6475239.00          6475239.00          6471802.43         0.374571675E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8411601          99.8328912          100.000719          99.6758035          100.013301          100.692392    
12-2019      7863582.00          7863582.00          7759902.95        -0.430556913E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.5220007          99.5114386          99.9945520          102.403451          100.002641          99.9239569    
 1-2020      7755141.00          7755141.00          7832161.84         0.386087824E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.806491          99.6723198          99.9989256          98.2805121          99.9706144          100.302065    
 2-2020      6248191.00          6248191.00          6214697.12        -0.115711470          100.000000          100.000000          100.000000          100.000000          100.000000          100.002809          100.000000          99.9999873          100.000000          100.000056          100.536079    
 3-2020      1565415.00          1565415.00          7393441.26        -0.636369077E-01      100.000000          100.000000          97.7021789          21.5926262          100.000000          99.7750046          100.000000          99.9974728          101.113314          100.018566          99.4657136    
 4-2020      459613.000          459613.000          7938297.29        -0.494643332E-01      100.000000          100.000000          102.351863          5.79524811          100.000000          100.083731          99.8402996          100.003271          98.5859656          99.9946988          99.0881040    
 5-2020      994783.000          994783.000          7819501.11         0.520298935E-02      100.000000          100.000000          100.000000          12.4972613          100.000000          100.402436          100.406101          99.9981891          100.795561          100.031813          100.151723    
 6-2020      4672967.00          4672967.00          13775632.4        -0.699002305E-01      100.000000          100.000000          100.000000          34.0869992          100.000000          99.2824643          100.406674          100.000709          99.6802223          99.9948104          100.153870    
 7-2020      15545828.0          15545828.0          21139278.9        -0.533698462E-02      100.000000          100.000000          100.000000          74.3732439          100.000000          99.9983149          100.000000          100.002540          98.8945604          99.9814005          100.002679    
 8-2020      26416088.0          26416088.0          26380624.1        -0.126212015E-01      100.000000          100.000000          100.000000          100.000000          100.000000          99.8383560          100.410686          99.9981891          100.795561          100.013357          99.0865115    
