  *** Tramo Revision: 942  Build: 2017/09/25 09:39:13                                                           ***
"VATASA"
  DATE            Xorig                Xint                Xlin           RESIDUALS                Mean                  TD                  EE                  TO                  LS     Reg 1 (REFF = 6)
12-2022      1608240.00          1608240.00          1608240.00        -0.240737753E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 1-2023      1596902.00          1596902.00          1596902.00         0.307061827E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 2-2023      1890411.00          1890411.00          1890411.00        -0.108455438E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 3-2023      2337819.00          2337819.00          2467714.20         0.130431131E-01      100.000000          100.000000          94.7362139          100.000000          100.000000          100.000000    
 4-2023      3553273.00          3553273.00          3366236.31         0.603346311E-01      100.000000          100.000000          105.556256          100.000000          100.000000          100.000000    
 5-2023      4414545.00          4414545.00          4542618.18         0.301659016E-01      100.000000          100.000000          100.000000          100.000000          100.000000          97.1806308    
 6-2023      4951067.00          4951067.00          4811478.14         0.728864573E-01      100.000000          100.000000          100.000000          100.000000          100.000000          102.901164    
 7-2023      5366047.00          5366047.00          5366047.00        -0.338080528E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 8-2023      4707192.00          4707192.00          4707192.00        -0.257609114E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 9-2023      5391386.00          5391386.00          5391386.00         0.933635870E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
10-2023      4052298.00          4052298.00          4052298.00         0.590919740E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
11-2023      1721674.00          1721674.00          1721674.00        -0.139926532E-01      100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
12-2023      1693925.97          1693925.97          1693925.97          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 1-2024      1694187.47          1694187.47          1694187.47          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 2-2024      1994746.74          1994746.74          1994746.74          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 3-2024      2746414.37          2746414.37          2601848.99          0.00000000          100.000000          100.000000          105.556256          100.000000          100.000000          100.000000    
 4-2024      3308212.43          3308212.43          3492025.17          0.00000000          100.000000          100.000000          94.7362139          100.000000          100.000000          100.000000    
 5-2024      4752592.69          4752592.69          4662847.72          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          101.924681    
 6-2024      4769149.39          4769149.39          4860940.33          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          98.1116630    
 7-2024      5585970.31          5585970.31          5585970.31          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 8-2024      4907789.10          4907789.10          4907789.10          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 9-2024      5383042.23          5383042.23          5383042.23          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
10-2024      4047347.48          4047347.48          4047347.48          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
11-2024      1751640.82          1751640.82          1751640.82          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
12-2024      1715993.27          1715993.27          1715993.27          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 1-2025      1716258.17          1716258.17          1716258.17          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 2-2025      2020732.92          2020732.92          2020732.92          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 3-2025      2497004.15          2497004.15          2635744.08          0.00000000          100.000000          100.000000          94.7362139          100.000000          100.000000          100.000000    
 4-2025      3734070.33          3734070.33          3537516.85          0.00000000          100.000000          100.000000          105.556256          100.000000          100.000000          100.000000    
 5-2025      4590416.57          4590416.57          4723592.07          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          97.1806308    
 6-2025      5067126.29          5067126.29          4924265.29          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          102.901164    
 7-2025      5658740.46          5658740.46          5658740.46          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 8-2025      4971724.37          4971724.37          4971724.37          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
 9-2025      5453168.78          5453168.78          5453168.78          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
10-2025      4100073.52          4100073.52          4100073.52          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
11-2025      1774459.98          1774459.98          1774459.98          0.00000000          100.000000          100.000000          100.000000          100.000000          100.000000          100.000000    
"VATASC"
  DATE            Xorig                Xint                Xlin           RESIDUALS                Mean                  TD                  EE                  TO                  LS     Reg 1 (REFF = 2)     Reg 2 (REFF = 6)
 1-2000      71344.0000          71344.0000          84573.5003          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 2-2000      93575.0000          93575.0000          110926.851          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 3-2000      105611.000          105611.000          148283.211          0.00000000          100.000000          100.000000          84.4294624          100.000000          82.4354916          102.331400          100.000000    
 4-2000      368609.000          368609.000          368923.915          0.00000000          100.000000          100.000000          118.442067          100.000000          82.4354916          102.331400          100.000000    
 5-2000      482741.000          482741.000          640824.224          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          89.3001351    
 6-2000      1025614.00          1025614.00          1085707.67          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          111.981913    
 7-2000      1625675.00          1625675.00          1927128.07          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 8-2000      1426394.00          1426394.00          1690893.89          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 9-2000      760334.000          760334.000          901324.677          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
10-2000      228308.000          228308.000          270643.736          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
11-2000      56540.0000          56540.0000          88377.0838          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          77.6071804          100.000000    
12-2000      65470.0000          65470.0000          77610.2694          0.00000000          100.000000          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 1-2001      78276.0000          78276.0000          92790.9187          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 2-2001      114987.000          114987.000          136309.333          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 3-2001      111528.000          111528.000          156590.979          0.00000000          106.425234          100.000000          84.4294624          100.000000          82.4354916          102.331400          100.000000    
 4-2001      361826.000          361826.000          362135.120          0.00000000          106.425234          100.000000          118.442067          100.000000          82.4354916          102.331400          100.000000    
 5-2001      581023.000          581023.000          771290.636          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          89.3001351    
 6-2001      1148607.00          1148607.00          1215907.18          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          111.981913    
 7-2001      1687653.00          1687653.00          2000598.81          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 8-2001      1405881.00          1405881.00          1666577.11          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 9-2001      778179.000          778179.000          922478.721          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
10-2001      239548.000          239548.000          283967.998          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
11-2001      57823.0000          57823.0000          90382.5277          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          77.6071804          100.000000    
12-2001      64587.0000          64587.0000          76563.5325          0.00000000          106.425234          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 1-2002      83009.0000          83009.0000          98401.5710          0.00000000          113.263305          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 2-2002      125303.000          125303.000          148538.256          0.00000000          113.263305          100.000000          100.000000          100.000000          82.4354916          102.331400          100.000000    
 3-2002      241902.000          241902.000          192615.760          0.00000000          113.263305          100.000000          118.442067          125.695148          82.4354916          102.331400          100.000000    
 4-2002      296481.000          296481.000          354696.361          0.00000000          113.263305          100.000000          84.4294624          117.360773          82.4354916          102.331400          100.000000    
 5-2002      868136.000          868136.000          853171.942          0.00000000          113.263305          100.000000          100.000000          111.857748          82.4354916          102.331400          107.835555    
 6-2002      972090.000          972090.000          1148891.60          0.00000000          113.263305          100.000000          100.000000          108.159893          82.4354916          102.331400          92.7337923    
 7-2002      1649014.00          1649014.00          1850353.98          0.00000000          113.263305          100.000000          100.000000          105.644374          82.4354916          102.331400          100.000000    
 8-2002      1509614.00          1509614.00          1722068.02          0.00000000          113.263305          100.000000          100.000000          103.918403          82.4354916          102.331400          100.000000    
 9-2002      775740.000          775740.000          895175.757          0.00000000          113.263305          100.000000          100.000000          102.727028          82.4354916          102.331400          100.000000    
10-2002      315880.000          315880.000          367468.125          0.00000000          113.263305          100.000000          100.000000          101.901202          82.4354916          102.331400          100.000000    
11-2002      86787.0000          86787.0000          103899.852          0.00000000          113.263305          100.000000          100.000000          101.327077          82.4354916          100.000000          100.000000    
12-2002      91263.0000          91263.0000          109691.417          0.00000000          113.263305          100.000000          100.000000          100.927115          82.4354916          100.000000          100.000000    
 1-2003      96574.0000          96574.0000          116396.651          0.00000000          120.540737          100.000000          100.000000          100.648082          82.4354916          100.000000          100.000000    
 2-2003      131977.000          131977.000          159374.989          0.00000000          120.540737          100.000000          100.000000          100.453217          82.4354916          100.000000          100.000000    
 3-2003      167506.000          167506.000          198975.618          0.00000000          120.540737          100.000000          84.4294624          120.954561          82.4354916          100.000000          100.000000    
 4-2003      427976.000          427976.000          383675.116          0.00000000          120.540737          100.000000          118.442067          114.244572          82.4354916          100.000000          100.000000    
 5-2003      642298.000          642298.000          794850.258          0.00000000          120.540737          100.000000          100.000000          109.770313          82.4354916          100.000000          89.3001351    
 6-2003      1138229.00          1138229.00          1155122.65          0.00000000          120.540737          100.000000          100.000000          106.743007          82.4354916          100.000000          111.981913    
 7-2003      1567974.00          1567974.00          1817134.29          0.00000000          120.540737          100.000000          100.000000          104.673706          82.4354916          100.000000          100.000000    
 8-2003      1463736.00          1463736.00          1719737.66          0.00000000          120.540737          100.000000          100.000000          103.249111          82.4354916          100.000000          100.000000    
 9-2003      691391.000          691391.000          820142.022          0.00000000          120.540737          100.000000          100.000000          102.263446          82.4354916          100.000000          100.000000    
10-2003      320371.000          320371.000          382590.927          0.00000000          120.540737          100.000000          100.000000          101.579085          82.4354916          100.000000          100.000000    
11-2003      88410.0000          88410.0000          106077.714         0.320025617E-01      120.540737          100.000000          100.000000          101.102759          82.4354916          100.000000          100.000000    
12-2003      95321.0000          95321.0000          114746.713         0.141528944E-01      120.540737          100.000000          100.000000          100.770661          82.4354916          100.000000          100.000000    
 1-2004      100190.000          100190.000          120886.073        -0.177178912E-01      128.285762          100.000000          100.000000          100.538841          82.4354916          100.000000          100.000000    
 2-2004      151578.000          151578.000          183184.291         0.777964681E-01      128.285762          100.000000          100.000000          100.376884          82.4354916          100.000000          100.000000    
 3-2004      154596.000          154596.000          221537.065         0.413182304E-01      128.285762          100.000000          84.4294624          100.263670          82.4354916          100.000000          100.000000    
 4-2004      379243.000          379243.000          387700.933        -0.959241195E-01      128.285762          100.000000          118.442067          100.184496          82.4354916          100.000000          100.000000    
 5-2004      808516.000          808516.000          833332.507        -0.452691823E-01      128.285762          100.000000          100.000000          131.796521          82.4354916          100.000000          89.3001351    
 6-2004      901582.000          901582.000          975777.640        -0.197399974          128.285762          100.000000          100.000000          100.090361          82.4354916          100.000000          111.981913    
 7-2004      1582249.00          1582249.00          1918165.25         0.192936420E-01      128.285762          100.000000          100.000000          100.063244          82.4354916          100.000000          100.000000    
 8-2004      1425267.00          1425267.00          1728183.26         0.144681722E-01      128.285762          100.000000          100.000000          100.044267          82.4354916          100.000000          100.000000    
 9-2004      784756.000          784756.000          951668.884         0.365913892E-01      128.285762          100.000000          100.000000          100.030985          82.4354916          100.000000          100.000000    
10-2004      333057.000          333057.000          403933.761        -0.158625397E-01      128.285762          100.000000          100.000000          100.021688          82.4354916          100.000000          100.000000    
11-2004      91130.0000          91130.0000          110530.265        -0.414273153E-01      128.285762          100.000000          100.000000          100.015181          82.4354916          100.000000          100.000000    
12-2004      87412.0000          87412.0000          106025.585        -0.116832726          128.285762          100.000000          100.000000          100.010627          82.4354916          100.000000          100.000000    
 1-2005      110935.000          110935.000          134561.882         0.827771938E-01      136.528423          100.000000          100.000000          100.007439          82.4354916          100.000000          100.000000    
 2-2005      143017.000          143017.000          173480.561        -0.576084289E-01      136.528423          100.000000          100.000000          100.005207          82.4354916          100.000000          100.000000    
 3-2005      253667.000          253667.000          259793.294         0.781516974E-01      136.528423          100.000000          118.442067          100.003645          82.4354916          100.000000          100.000000    
 4-2005      298178.000          298178.000          428406.707         0.397658127E-01      136.528423          100.000000          84.4294624          100.002551          82.4354916          100.000000          100.000000    
 5-2005      862555.000          862555.000          934365.780         0.224460124E-03      136.528423          100.000000          100.000000          100.001786          82.4354916          100.000000          111.981913    
 6-2005      855905.000          855905.000          1162662.82         0.386684187E-01      136.528423          100.000000          100.000000          100.001250          82.4354916          100.000000          89.3001351    
 7-2005      1745735.00          1745735.00          2117679.76         0.228520939E-01      136.528423          100.000000          100.000000          100.000875          82.4354916          100.000000          100.000000    
 8-2005      1510598.00          1510598.00          1832449.49        -0.418557307E-01      136.528423          100.000000          100.000000          100.000613          82.4354916          100.000000          100.000000    
 9-2005      825498.000          825498.000          1001382.35        -0.448353246E-02      136.528423          100.000000          100.000000          100.000429          82.4354916          100.000000          100.000000    
10-2005      377197.000          377197.000          457564.892         0.817865048E-01      136.528423          100.000000          100.000000          100.000300          82.4354916          100.000000          100.000000    
11-2005      99149.0000          99149.0000          120274.399         0.507231523E-02      136.528423          100.000000          100.000000          100.000210          82.4354916          100.000000          100.000000    
12-2005      100801.000          100801.000          122278.463         0.123024485E-01      136.528423          100.000000          100.000000          100.000147          82.4354916          100.000000          100.000000    
 1-2006      117946.000          117946.000          143076.576         0.478212801E-02      145.300693          100.000000          100.000000          100.000103          82.4354916          100.000000          100.000000    
 2-2006      159839.000          159839.000          193895.714         0.204542969E-01      145.300693          100.000000          100.000000          100.000072          82.4354916          100.000000          100.000000    
 3-2006      175200.000          175200.000          251724.581        -0.753030176E-01      145.300693          100.000000          84.4294624          100.000050          82.4354916          100.000000          100.000000    
 4-2006      480099.000          480099.000          491711.584         0.839334992E-01      145.300693          100.000000          118.442067          100.000035          82.4354916          100.000000          100.000000    
 5-2006      724808.000          724808.000          984592.499         0.210818746E-01      145.300693          100.000000          100.000000          100.000025          82.4354916          100.000000          89.3001351    
 6-2006      1159029.00          1159029.00          1255544.50        -0.149131521E-01      145.300693          100.000000          100.000000          100.000017          82.4354916          100.000000          111.981913    
 7-2006      1787945.00          1787945.00          2168901.71        -0.392057442E-01      145.300693          100.000000          100.000000          100.000012          82.4354916          100.000000          100.000000    
 8-2006      1526735.00          1526735.00          1852035.87        -0.429546137E-01      145.300693          100.000000          100.000000          100.000008          82.4354916          100.000000          100.000000    
 9-2006      928395.000          928395.000          1126207.81         0.801488646E-01      145.300693          100.000000          100.000000          100.000006          82.4354916          100.000000          100.000000    
10-2006      400600.000          400600.000          485955.716         0.187507869E-01      145.300693          100.000000          100.000000          100.000004          82.4354916          100.000000          100.000000    
11-2006      113844.000          113844.000          138100.707         0.393861108E-01      145.300693          100.000000          100.000000          100.000003          82.4354916          100.000000          100.000000    
12-2006      106627.000          106627.000          129345.984        -0.968090267E-02      145.300693          100.000000          100.000000          100.000002          82.4354916          100.000000          100.000000    
 1-2007      122376.000          122376.000          148450.620        -0.400561905E-01      154.636603          100.000000          100.000000          100.000001          82.4354916          100.000000          100.000000    
 2-2007      170487.000          170487.000          206812.618         0.191888004E-01      154.636603          100.000000          100.000000          100.000001          82.4354916          100.000000          100.000000    
 3-2007      222207.000          222207.000          319263.652         0.175249458          154.636603          100.000000          84.4294624          100.000001          82.4354916          100.000000          100.000000    
 4-2007      510953.000          510953.000          523312.060        -0.188785435E-01      154.636603          100.000000          118.442067          100.000000          82.4354916          100.000000          100.000000    
 5-2007      851294.000          851294.000          1156413.69         0.203151087E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          89.3001351    
 6-2007      1137537.00          1137537.00          1232263.02        -0.693731300E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          111.981913    
 7-2007      1827558.00          1827558.00          2216955.30        -0.457404355E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 8-2007      1613616.00          1613616.00          1957428.73         0.200059181E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 9-2007      995639.000          995639.000          1207779.54         0.379732170E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
10-2007      420686.000          420686.000          510321.455        -0.261043240E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
11-2007      118222.000          118222.000          143411.530        -0.201116664E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
12-2007      113584.000          113584.000          137785.313         0.174698427E-01      154.636603          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 1-2008      133606.000          133606.000          162073.395         0.268008260E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 2-2008      180329.000          180329.000          218751.652        -0.167114573E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 3-2008      304166.000          304166.000          311523.245        -0.607505284E-01      164.572367          100.000000          118.442067          100.000000          82.4354916          100.000000          100.000000    
 4-2008      409795.000          409795.000          588787.253         0.772240877E-01      164.572367          100.000000          84.4294624          100.000000          82.4354916          100.000000          100.000000    
 5-2008      907808.000          907808.000          1223358.97         0.318038748E-01      164.572367          100.000000          100.000000          80.3855485          82.4354916          100.000000          111.981913    
 6-2008      1036416.00          1036416.00          1407886.88         0.132784958E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          89.3001351    
 7-2008      1861641.00          1861641.00          2258300.36        -0.713150833E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 8-2008      1727833.00          1727833.00          2095981.92         0.707097300E-02      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 9-2008      928582.000          928582.000          1126434.72        -0.956011583E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
10-2008      414557.000          414557.000          502886.550        -0.672381344E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
11-2008      111171.000          111171.000          134858.176        -0.701336884E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
12-2008      114234.000          114234.000          138573.808        -0.136318667E-01      164.572367          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 1-2009      141432.000          141432.000          171566.879         0.339008362E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 2-2009      177560.000          177560.000          215392.662        -0.778487935E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 3-2009      192054.000          192054.000          275940.280        -0.198174900          175.146527          100.000000          84.4294624          100.000000          82.4354916          100.000000          100.000000    
 4-2009      508893.000          508893.000          521202.234        -0.102836709          175.146527          100.000000          118.442067          100.000000          82.4354916          100.000000          100.000000    
 5-2009      877204.000          877204.000          1191610.32         0.234482435E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          89.3001351    
 6-2009      1108720.00          1108720.00          1201046.34        -0.165134050          175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          111.981913    
 7-2009      1925922.00          1925922.00          2336277.69        -0.248086702E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 8-2009      1895884.00          1895884.00          2299839.50         0.111473311          175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 9-2009      985575.000          985575.000          1195571.20        -0.377229551E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
10-2009      447536.000          447536.000          542892.377        -0.491031997E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
11-2009      115403.000          115403.000          139991.887        -0.275895828E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
12-2009      115843.000          115843.000          140525.637        -0.336508119E-01      175.146527          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 1-2010      140119.000          140119.000          169974.118        -0.535737532E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 2-2010      177691.000          177691.000          215551.574        -0.549484262E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 3-2010      241512.000          241512.000          309974.861         0.440228613E-01      186.400102          100.000000          94.5144057          100.000000          82.4354916          100.000000          100.000000    
 4-2010      446968.000          446968.000          512460.278        -0.990784604E-01      186.400102          100.000000          105.803977          100.000000          82.4354916          100.000000          100.000000    
 5-2010      1024850.00          1024850.00          1340627.28         0.320661185E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          92.7337923    
 6-2010      1063041.00          1063041.00          1195842.00        -0.726857067E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          107.835555    
 7-2010      2075539.00          2075539.00          2517773.55         0.301449060E-03      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 8-2010      1846625.00          1846625.00          2240084.90        -0.480235435E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 9-2010      1042754.00          1042754.00          1264933.32        -0.529416485E-02      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
10-2010      474711.000          474711.000          575857.547         0.190037391E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
11-2010      120629.000          120629.000          146331.389        -0.304588594E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
12-2010      119484.000          119484.000          144942.424        -0.488658991E-01      186.400102          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 1-2011      150268.000          150268.000          182285.563         0.135578896E-01      198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 2-2011      176353.000          176353.000          213928.487        -0.671016579E-01      198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 3-2011      241834.000          241834.000          347463.431         0.587309463E-01      198.376745          100.000000          84.4294624          100.000000          82.4354916          100.000000          100.000000    
 4-2011      636396.000          636396.000          651789.310         0.173556379          198.376745          100.000000          118.442067          100.000000          82.4354916          100.000000          100.000000    
 5-2011      722976.000          722976.000          1419387.06        -0.521639807E-01      198.376745          100.000000          100.000000          69.1921286          82.4354916          100.000000          89.3001351    
 6-2011      1471455.00          1471455.00          1593987.34         0.127645886          198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          111.981913    
 7-2011      2208594.00          2208594.00          2679178.54         0.427000570E-02      198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 8-2011      1920215.00          1920215.00          2329354.70        -0.101347556          198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 9-2011      1158096.00          1158096.00          1404851.21         0.540879239E-01      198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
10-2011      530568.000          530568.000          643615.984         0.863190375E-01      198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
11-2011      129080.000          129080.000          156583.042        -0.402154247E-01      198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
12-2011      131340.000          131340.000          159324.579        -0.112766027E-01      198.376745          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 1-2012      156673.000          156673.000          190055.275        -0.196401362E-02      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 2-2012      191235.000          191235.000          231981.391         0.466534179E-02      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 3-2012      266318.000          266318.000          382641.671         0.464733076E-01      211.122915          100.000000          84.4294624          100.000000          82.4354916          100.000000          100.000000    
 4-2012      596283.000          596283.000          610706.046        -0.102985831          211.122915          100.000000          118.442067          100.000000          82.4354916          100.000000          100.000000    
 5-2012      1001540.00          1001540.00          1360510.67        -0.108928888          211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          89.3001351    
 6-2012      1292805.00          1292805.00          1400460.64        -0.816947355E-01      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          111.981913    
 7-2012      2194460.00          2194460.00          2662033.01        -0.490711165E-02      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 8-2012      1929786.00          1929786.00          2340964.99        -0.279398713E-01      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 9-2012      1243748.00          1243748.00          1508753.06         0.247587121E-01      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
10-2012      543657.000          543657.000          659493.853        -0.181711880E-01      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
11-2012      149697.000          149697.000          181592.900         0.770774209E-01      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
12-2012      145981.000          145981.000          177085.133         0.444172696E-01      211.122915          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 1-2013      162612.000          162612.000          197259.696        -0.729673303E-01      224.688057          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 2-2013      208591.000          208591.000          253035.429         0.155607592E-01      224.688057          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 3-2013      346039.000          346039.000          354409.080        -0.972253863E-01      224.688057          100.000000          118.442067          100.000000          82.4354916          100.000000          100.000000    
 4-2013      505626.000          505626.000          726475.783         0.988412236E-01      224.688057          100.000000          84.4294624          100.000000          82.4354916          100.000000          100.000000    
 5-2013      1210832.00          1210832.00          1362095.88        -0.552471978E-01      224.688057          100.000000          100.000000          100.000000          82.4354916          100.000000          107.835555    
 6-2013      1330788.00          1330788.00          1740831.05         0.854380944E-01      224.688057          100.000000          100.000000          100.000000          82.4354916          100.000000          92.7337923    
 7-2013      2200021.00          2200021.00          2668778.89        -0.632458353E-01      224.688057          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
 8-2013      2139900.00          2139900.00          2595847.93        -0.326573264E-02      224.688057          100.000000          100.000000          100.000000          82.4354916          100.000000          100.000000    
