  *** Seats Revision: 942  Build: 2017/09/25 09:48:03                                                            ***
 "vatasa"
  DATE               Series          TrendCycle       SAser (rec *)   Calendar Adjusted        Seasonal (*)           Irregular           Preadjust             E-Resid      Sep. REG Comp.     REG Comp. in SA    Stoch TrendCycle     Stoch. SASeries
 3-2018          692803.000          1343107.31          1335117.36          618879.043          51.8907940          97.3752958          111.861904         0.108884833          100.000000          100.000000          1343107.31          1335120.78    
 4-2018          1044431.00          1351572.11          1387727.99          1169186.35          75.2619392          99.2765448          89.2636364         0.863921057E-01      100.000000          100.000000          1351572.11          1387730.49    
 5-2018          1988045.00          1359570.47          1407435.36          1914434.98          141.253023          100.035221          103.768223         0.112533954          100.000000          100.000000          1359570.47          1407436.11    
 6-2018          2058571.00          1367243.23          1351049.56          2137724.53          152.368281          97.8298631          96.2261399        -0.211041977E-01      100.000000          100.000000          1367243.23          1351050.80    
 7-2018          3103939.00          1374513.42          1360670.54          3103939.00          228.118337          98.0716571          99.9261297        -0.627208191E-01      100.000000          100.000000          1374513.42          1360671.37    
 8-2018          2775931.00          1381621.67          1363083.99          2775931.00          203.650767          99.8141798          99.9261487        -0.265044397E-01      100.000000          100.000000          1381621.67          1363084.58    
 9-2018          2081032.00          1388949.38          1376252.42          2081032.00          151.210052          98.9826920          99.9261617         0.486688555E-01      100.000000          100.000000          1388949.38          1376252.83    
10-2018          1124236.00          1396400.94          1361594.24          1124236.00          82.5676231          98.0289258          99.9261707         0.286491679E-01      100.000000          100.000000          1396400.94          1361594.53    
11-2018          370483.000          1403444.54          1407020.48          370483.000          26.3310311          99.4630834          99.9261767         0.837257964E-01      100.000000          100.000000          1403444.54          1407020.69    
12-2018          367399.000          1410880.38          1414444.68          367399.000          25.9747875          99.5445680          99.9261817         0.101833001          100.000000          100.000000          1410880.38          1414444.83    
 1-2019          360896.000          1418599.12          1416202.71          360896.000          25.4833575          98.0568165          99.9261847        -0.133961536E-01      100.000000          100.000000          1418599.12          1416202.82    
 2-2019          453136.000          1426292.34          1425315.03          453136.000          31.7919892          99.0742001          99.9261867        -0.331942959E-01      100.000000          100.000000          1426292.34          1425315.10    
 3-2019          605742.000          1434105.34          1468534.14          717453.346          41.2480708          100.470248          84.3671426         0.128482509          100.000000          100.000000          1434105.34          1468534.18    
 4-2019          1338000.00          1442636.81          1410639.35          1129666.20          94.8506080          98.1605249          118.354645        -0.710694340E-01      100.000000          100.000000          1442636.81          1410639.39    
 5-2019          1646139.00          1450555.30          1408702.20          1843378.67          116.855004          97.6629772          89.2341873        -0.108518980          100.000000          100.000000          1450555.30          1408701.67    
 6-2019          2629233.00          1457333.24          1463545.72          2347906.81          179.648163          99.4050067          111.899347         0.902765051E-01      100.000000          100.000000          1457333.24          1463546.87    
 7-2019          3176122.00          1463175.14          1437299.55          3176122.00          220.978431          99.0653766          99.9261907        -0.658977058E-02      100.000000          100.000000          1463175.14          1437299.57    
 8-2019          3022332.00          1467976.56          1481432.81          3022332.00          204.014112          98.2541164          99.9261907        -0.283550638E-01      100.000000          100.000000          1467976.56          1481432.82    
 9-2019          2222899.00          1471452.34          1453684.98          2222899.00          152.914767          98.5767565          99.9261917         0.147817697E-01      100.000000          100.000000          1471452.34          1453684.98    
10-2019          1349677.00          1474035.06          1512442.63          1349677.00          89.2382276          99.1607272          99.9261917         0.136726987          100.000000          100.000000          1474035.06          1512442.64    
11-2019          410476.000          1476041.88          1482449.80          410476.000          27.6890321          99.1091736          99.9261917         0.362753577E-01      100.000000          100.000000          1476041.88          1482449.80    
12-2019          418934.000          1477829.63          1505519.70          418934.000          27.8265372          99.7542537          99.9261917         0.286406996E-01      100.000000          100.000000          1477829.63          1505519.70    
 1-2020          379281.000          1479567.37          1481710.12          379281.000          25.5975170          99.5364967          99.9261917        -0.245906790E-01      100.000000          100.000000          1479567.37          1481710.12    
 2-2020          455613.000          1481450.67          1443034.94          455613.000          31.5732479          98.9834412          99.9261917        -0.634302989E-01      100.000000          100.000000          1481450.67          1443034.94    
 3-2020          44401.0000          1483621.81          108371.806          52589.4622          40.9709882          7.33224087          6.19125348        -0.155633852E-01      100.000000          100.000000          1483621.81          1476764.00    
 4-2020          6227.00000          1486378.04          6554.56362          5257.42260          95.0025106         0.446924760         0.527142129        -0.111523453E-02      100.000000          100.000000          1486378.04          1471640.36    
 5-2020          4992.00000          1489370.35          4163.08061          5590.13932          119.911202         0.279518930         0.248981234         0.149286753E-01      100.000000          100.000000          1489370.35          1492033.79    
 6-2020          219300.000          1492460.16          123283.441          195835.045          177.882770          8.26042284          9.21164608        -0.420497514E-01      100.000000          100.000000          1492460.16          1497598.51    
 7-2020          1006556.00          1495568.75          447339.746          1006556.00          225.009293          29.9110069          29.7568827        -0.961646331E-02      100.000000          100.000000          1495568.75          1502205.64    
 8-2020          1585035.00          1498696.22          832368.008          1585035.00          190.424786          55.5394670          55.2346341        -0.909764881E-01      100.000000          100.000000          1498696.22          1505855.27    
 9-2020          1279456.00          1501842.64          811436.056          1279456.00          157.677982          54.0293589          53.7147607         0.268543355E-01      100.000000          100.000000          1501842.64          1509523.89    
10-2020          406922.000          1505008.08          467011.661          406922.000          87.1331562          31.0305033          30.8395081        -0.195138205E-01      100.000000          100.000000          1505008.08          1513211.45    
11-2020          22128.0000          1512772.25          77841.0570          22128.0000          28.4271577          5.14558847          5.12773851        -0.763852674E-02      100.000000          100.000000          1512772.25          1516918.16    
12-2020          16541.0000          1518244.19          59040.3622          16541.0000          28.0164270          3.88872467          3.87972233        -0.132226238E-01      100.000000          100.000000          1518244.19          1520644.57    
 1-2021          17094.0000          1521423.97          68067.3216          17094.0000          25.1133724          4.47391986          4.39549736        -0.329587275E-01      100.000000          100.000000          1521423.97          1547426.35    
 2-2021          28478.0000          1522311.68          84736.7081          28478.0000          33.6076308          5.56631383          5.49266596         0.655963045E-01      100.000000          100.000000          1522311.68          1541585.84    
 3-2021          23324.0000          1520907.40          50292.7210          24677.7195          46.3764925          3.30675561          3.09284306        -0.155634323E-01      100.000000          100.000000          1520907.40          1535764.52    
 4-2021          25670.0000          1512631.57          28556.5851          24261.8479          89.8917005          1.88787324          1.97336201        -0.111516629E-02      100.000000          100.000000          1512631.57          1529962.72    
 5-2021          421215.000          1506986.44          322815.707          454219.497          130.481569          21.4212623          19.6261756         0.149286978E-01      100.000000          100.000000          1506986.44          1524180.49    
 6-2021          912993.000          1506736.46          526726.390          846649.542          173.333446          35.8151783          38.0888752        -0.662680287E-01      100.000000          100.000000          1506736.46          1490156.29    
 7-2021          2343072.00          1512140.17          1000480.46          2343072.00          234.194679          66.4465991          65.8505899        -0.999261976E-02      100.000000          100.000000          1512140.17          1518197.53    
 8-2021          2602646.00          1523327.45          1444809.04          2602646.00          180.137716          100.448434          99.9261917        -0.151912013          100.000000          100.000000          1523327.45          1444809.04    
 9-2021          1846721.00          1540400.25          1130510.67          1846721.00          163.352814          73.5048919          72.1729890         0.402017868E-01      100.000000          100.000000          1540400.25          1565234.14    
10-2021          1015720.00          1560829.03          1202157.70          1015720.00          84.4914110          80.4714230          79.5730641        -0.442762795E-01      100.000000          100.000000          1560829.03          1509644.51    
11-2021          303244.000          1586163.48          1053364.61          303244.000          28.7881326          66.8007043          66.3350071        -0.157122813E-01      100.000000          100.000000          1586163.48          1586774.74    
12-2021          255675.000          1610187.29          926561.408          255675.000          27.5939617          57.5911402          57.4357683        -0.127099031E-02      100.000000          100.000000          1610187.29          1612022.55    
 1-2022          191464.000          1632664.48          788453.095          191464.000          24.2834991          48.9356324          48.5445786        -0.493168254E-01      100.000000          100.000000          1632664.48          1622984.84    
 2-2022          359279.000          1653444.88          1034415.56          359279.000          34.7325597          60.9533633          60.2840355         0.977572957E-01      100.000000          100.000000          1653444.88          1714636.50    
 3-2022          459315.000          1672511.57          1157728.43          544022.180          39.6738118          70.3423516          59.2296874        -0.317201669E-01      100.000000          100.000000          1672511.57          1649075.78    
 4-2022          1321477.00          1685664.39          1328750.87          1115715.92          99.4525783          77.9798879          92.3935326        -0.156127517E-02      100.000000          100.000000          1685664.39          1702108.75    
 5-2022          1701810.00          1698859.42          1410895.02          1905720.15          120.619179          83.7104747          75.0327151         0.966650949E-02      100.000000          100.000000          1698859.42          1677935.06    
 6-2022          2694880.00          1712012.87          1521461.89          2406529.62          177.124383          88.2888421          99.1131141         0.485602550E-01      100.000000          100.000000          1712012.87          1717741.66    
 7-2022          3551280.00          1725117.02          1605806.90          3551280.00          221.152369          92.5763664          91.7892528         0.614192537E-02      100.000000          100.000000          1725117.02          1748158.57    
 8-2022          3176941.00          1738240.24          1660009.50          3176941.00          191.380893          94.1813487          94.1581861         0.131848320          100.000000          100.000000          1738240.24          1761699.48    
 9-2022          2548246.00          1751285.78          1647110.09          2548246.00          154.710120          94.8821139          95.8527244        -0.455544737E-01      100.000000          100.000000          1751285.78          1717107.58    
10-2022          1532699.00          1764223.62          1722013.26          1532699.00          89.0062253          97.1660220          97.0570129         0.725603965E-01      100.000000          100.000000          1764223.62          1772919.04    
11-2022          485964.000          1782540.17          1734779.82          485964.000          28.0130074          97.7854181          97.9090076         0.285488097E-01      100.000000          100.000000          1782540.17          1770520.87    
12-2022          454365.000          1800272.51          1741547.51          454365.000          26.0897276          97.5318614          98.5098488        -0.703946999E-01      100.000000          100.000000          1800272.51          1766586.91    
 1-2023          434426.000          1817338.04          1808553.02          434426.000          24.0206394          98.9254679          98.9326305         0.305206501E-01      100.000000          100.000000          1817338.04          1826715.96    
 2-2023          565645.000          1833768.16          1782807.19          565645.000          31.7277719          98.8131204          99.2296571        -0.590131025E-01      100.000000          100.000000          1833768.16          1795321.46    
 3-2023          739671.000          1849556.45          1843777.14          876081.622          40.1171585          98.4926604          83.9550581         0.520401735E-01      100.000000          100.000000          1849556.45          1852827.19    
 4-2023          1747310.00          1859270.70          1832546.02          1475244.43          95.3487653          98.8282153          117.949681         0.541856986E-03      100.000000          100.000000          1859270.70          1838837.85    
 5-2023          2300118.00          1868933.56          1879084.53          2575717.16          122.406308          99.6679262          89.0203509         0.427133251E-01      100.000000          100.000000          1868933.56          1883597.60    
 6-2023          2703353.00          1878636.61          1536626.37          2414096.02          175.927802          81.3118187          91.5891553         0.238078382E-01      100.000000          100.000000          1878636.61          1877379.70    
 7-2023          3382177.00          1888275.65          1610740.94          3382177.00          209.976472          85.6086039          86.8542120        -0.752439389E-01      100.000000          100.000000          1888275.65          1853165.25    
 8-2023          3475106.00          1897667.00          1743983.87          3475106.00          199.262508          90.1931115          90.5852362         0.102054761          100.000000          100.000000          1897667.00          1923819.75    
 9-2023          2854228.00          1906798.99          1799560.85          2854228.00          158.606918          93.3525001          93.2919119         0.918910808E-01      100.000000          100.000000          1906798.99          1927533.25    
10-2023          1752845.00          1915536.67          1858734.92          1752845.00          94.3031190          94.8304766          95.2345640         0.571561824E-01      100.000000          100.000000          1915536.67          1950303.48    
11-2023          529566.000          1921768.28          1865542.69          529566.000          28.3866997          96.1166738          96.6184399        -0.105398877E-01      100.000000          100.000000          1921768.28          1929409.93    
12-2023          494664.000          1923745.19          1889413.26          494664.000          26.1808260          97.6712000          97.5991105          0.00000000          100.000000          100.000000          1928017.00          1928017.00    
 1-2024          453794.000          1931166.98          1897496.81          453794.000          23.9154025          98.3641000          98.2914991          0.00000000          100.000000          100.000000          1934508.33          1934508.33    
 2-2024          611024.000          1940472.96          1918196.33          611024.000          31.8540908          98.8520000          98.7790390          0.00000000          100.000000          100.000000          1941393.36          1941393.36    
 3-2024          1086930.00          1950353.64          1934653.29          917689.671          56.1821595          99.1950000          117.401826          0.00000000          100.000000          100.000000          1948807.00          1948807.00    
 4-2024          1328110.00          1960272.51          1949212.65          1573040.23          68.1357162          99.4358000          83.8911843          0.00000000          100.000000          100.000000          1958731.78          1958731.78    
 5-2024          2907510.00          1970229.85          1962443.50          2696233.17          148.157641          99.6048000          107.330555          0.00000000          100.000000          100.000000          1968713.07          1968713.07    
 6-2024          2882790.00          1980270.82          1974789.43          3108672.35          145.979615          99.7232000          92.4088570          0.00000000          100.000000          100.000000          1978751.19          1978751.19    
 7-2024          4181340.00          1990396.17          1986536.79          4181340.00          210.483895          99.8061000          99.7324348          0.00000000          100.000000          100.000000          1988846.49          1988846.49    
 8-2024          3983140.00          2000561.20          1997846.44          3983140.00          199.371679          99.8643000          99.7905918          0.00000000          100.000000          100.000000          1998999.39          1998999.39    
 9-2024          3197540.00          2010766.19          2008855.96          3197540.00          159.172188          99.9050000          99.8312618          0.00000000          100.000000          100.000000          2009201.37          2009201.37    
10-2024          1904520.00          2021011.76          2019667.78          1904520.00          94.2986770          99.9335000          99.8597407          0.00000000          100.000000          100.000000          2019443.72          2019443.72    
11-2024          577263.000          2031298.29          2030351.71          577263.000          28.4316750          99.9534000          99.8796260          0.00000000          100.000000          100.000000          2026630.99          2026630.99    
12-2024          535841.000          2041625.62          2040960.05          535841.000          26.2543601          99.9674000          99.8936157          0.00000000          100.000000          100.000000          2034510.56          2034510.56    
 1-2025          491411.000          2052798.72          2052330.69          491411.000          23.9440458          99.9772000          99.9034085          0.00000000          100.000000          100.000000          2043082.61          2043082.61    
 2-2025          657730.000          2063504.40          2063174.24          657730.000          31.8795179          99.9840000          99.9102035          0.00000000          100.000000          100.000000          2052347.27          2052347.27    
 3-2025          831182.000          2074251.49          2074019.17          984468.699          40.0759073          99.9888000          84.3577349          0.00000000          100.000000          100.000000          2062304.76          2062304.76    
 4-2025          1993950.00          2085040.20          2084877.57          1683482.21          95.6387093          99.9922000          118.345348          0.00000000          100.000000          100.000000          2076051.04          2076051.04    
 5-2025          2572480.00          2095870.84          2095755.57          2880713.46          122.747139          99.9945000          89.2292812          0.00000000          100.000000          100.000000          2089839.22          2089839.22    
 6-2025          3714970.00          2106743.74          2106663.68          3317470.66          176.343763          99.9962000          111.895096          0.00000000          100.000000          100.000000          2103669.49          2103669.49    
 7-2025          4458530.00          2117659.02          2117601.84          4458530.00          210.546190          99.9973000          99.9234936          0.00000000          100.000000          100.000000          2117542.11          2117542.11    
 8-2025          4244750.00          2128616.76          2128576.31          4244750.00          199.417328          99.9981000          99.9242931          0.00000000          100.000000          100.000000          2131873.60          2131873.60    
 9-2025          3406180.00          2139617.38          2139589.57          3406180.00          159.197822          99.9987000          99.9248926          0.00000000          100.000000          100.000000          2147088.66          2147088.66    
10-2025          2028220.00          2152744.11          2152724.73          2028220.00          94.2164119          99.9991000          99.9252923          0.00000000          100.000000          100.000000          2161281.80          2161281.80    
11-2025          614636.000          2168038.04          2168025.03          614636.000          28.3500417          99.9994000          99.9255921          0.00000000          100.000000          100.000000          2175061.09          2175061.09    
 "vataia"
  DATE               Series          TrendCycle       SAser (rec *)   Calendar Adjusted        Seasonal (*)           Irregular           Preadjust             E-Resid      Sep. REG Comp.     REG Comp. in SA    Stoch TrendCycle     Stoch. SASeries
 1-2000          2313514.00          3092158.50          3093168.31          2318977.51          73.3320720          100.032984          108.524108          0.00000000          101.994000          100.000000          2898965.80          2899921.98    
 2-2000          2365213.00          3101594.48          3100622.18          2301753.65          76.9242007          99.9684059          108.679051          0.00000000          99.1650000          100.000000          2907812.23          2906893.54    
 3-2000          2824571.00          3111234.68          3120671.85          2884063.86          91.4269062          100.303314          103.407966          0.00000000          98.9989000          100.000000          2916850.13          2925697.33    
 4-2000          3433243.00          3120768.05          3127364.72          3352016.65          106.339556          100.211912          112.773108          0.00000000          103.236000          100.000000          2925787.87          2931987.96    
 5-2000          3258039.00          3130362.59          3139553.49          3248423.67          105.045430          100.293234          105.674656          0.00000000          98.7896000          100.000000          2934782.96          2943388.73    
 6-2000          3779049.00          3139936.67          3133872.63          3783464.30          122.177701          99.8067895          105.142456          0.00000000          98.6982000          100.000000          2943758.87          2938071.21    
 7-2000          4133950.00          3149452.61          3152783.13          4133999.61          128.726348          100.105958          108.636175          0.00000000          101.860000          100.000000          2952680.27          2955808.87    
 8-2000          4798665.00          3158960.43          3158837.95          4804387.02          152.824561          99.9961987          105.890837          0.00000000          99.4031000          100.000000          2961594.05          2961481.47    
 9-2000          3586228.00          3168598.57          3171750.45          3586271.04          112.219407          100.099060          107.458732          0.00000000          100.756000          100.000000          2970630.03          2973572.73    
10-2000          2660855.00          3178431.47          3165177.29          2660801.78          83.7716628          99.5825424          107.031281          0.00000000          100.352000          100.000000          2979848.58          2967408.98    
11-2000          2128501.00          3187823.78          3170986.82          2130996.40          68.0534480          99.4718039          105.074283          0.00000000          98.6346000          100.000000          2988654.07          2972868.12    
12-2000          2681074.00          3197610.93          3202787.43          2657343.92          81.7231378          100.161951          110.223118          0.00000000          102.432000          100.000000          2997829.74          3002684.76    
 1-2001          2334621.00          3207406.49          3232092.60          2330472.76          74.3349053          100.769569          103.821706          0.00000000          97.1717000          100.000000          3007013.29          3030154.34    
 2-2001          2444089.00          3216911.96          3230073.45          2466280.59          75.6682584          100.409120          105.691829         0.456994998E-01      99.9979000          100.000000          3015924.88          3028263.63    
 3-2001          2849390.00          3225920.05          3215576.15          2909405.61          88.8867741          99.6793752          104.130890        -0.188060835E-01      99.6910000          100.000000          3024370.16          3014673.28    
 4-2001          3438285.00          3234891.06          3228210.81          3370862.03          105.519784          99.7939955          109.805221        -0.143907672E-02      100.936000          100.000000          3032780.67          3026533.01    
 5-2001          3228510.00          3241487.35          3225009.25          3232320.91          100.719109          99.4916322          105.882202        -0.349166895E-01      99.3938000          100.000000          3038964.84          3023515.72    
 6-2001          4072428.00          3244595.82          3253058.46          4077186.08          126.325736          100.260751          105.569532         0.444437994E-01      99.0991000          100.000000          3041879.10          3049810.84    
 7-2001          4075740.00          3244237.21          3235568.34          4075788.91          125.528646          99.7327352          107.024656        -0.156765338E-01      100.349000          100.000000          3041542.89          3033413.91    
 8-2001          4919673.00          3240317.84          3235070.12          4925539.32          154.003740          99.8380355          105.191276         0.334942691E-02      98.7464000          100.000000          3037868.40          3032948.13    
 9-2001          3604917.00          3232701.07          3226115.04          3590054.18          109.702371          99.7967252          109.086166        -0.321356340E-01      101.859000          100.000000          3030727.51          3024566.80    
10-2001          2774707.00          3222615.77          3231624.05          2786158.11          86.6127827          100.279508          105.293529         0.326640853E-01      99.1321000          100.000000          3021272.32          3029717.01    
11-2001          2340622.00          3208801.58          3226770.91          2343366.08          71.9519061          100.560129          107.395972         0.564270042E-01      100.814000          100.000000          3008321.22          3025171.70    
12-2001          2565200.00          3195102.54          3204812.38          2574271.73          79.0391206          100.303793          107.626538        -0.428129497E-01      101.269000          100.000000          2995478.07          3004578.12    
 1-2002          2188975.00          3181999.78          3148039.07          2194144.40          70.1934624          98.9327319          105.403643        -0.114289838          99.0613000          100.000000          2983193.95          2951355.27    
 2-2002          2376588.00          3169919.84          3161532.31          2398166.70          75.1736082          99.7353881          105.691829        -0.567521382E-01      99.9979000          100.000000          2971868.74          2964004.83    
 3-2002          3067535.00          3159401.40          3171330.69          3001802.35          94.8713778          100.376993          111.121022        -0.356019553E-03      101.956000          100.000000          2962007.47          2973174.04    
 4-2002          3207809.00          3153542.09          3152322.23          3281480.97          100.788585          99.9608818          105.264314        -0.286189020E-01      100.964000          100.000000          2956514.25          2955357.71    
 5-2002          3241832.00          3149633.00          3142570.07          3245658.63          104.477018          99.7757602          105.183698         0.653393280E-02      98.7381000          100.000000          2952849.39          2946227.92    
 6-2002          4006836.00          3148274.31          3145847.96          3994931.11          125.475602          99.9234599          108.585748        -0.417767960E-01      101.509000          100.000000          2951575.59          2949316.45    
 7-2002          3999848.00          3149509.34          3156048.07          4016488.31          127.850051          100.207556          105.286323        -0.439204781E-02      99.1286000          100.000000          2952733.45          2958862.03    
 8-2002          4968259.00          3153277.91          3159224.97          4974183.25          154.945521          100.188803          108.119269        -0.102099938E-01      101.495000          100.000000          2956266.57          2961848.11    
 9-2002          3488014.00          3159336.55          3163193.87          3488055.86          108.971973          100.122022          107.921603        -0.162241391E-01      101.190000          100.000000          2961946.68          2965560.89    
10-2002          2730222.00          3166904.05          3176159.42          2730167.40          87.6391963          100.292218          104.612113        -0.193987679E-02      98.0838000          100.000000          2969041.38          2977717.45    
11-2002          2333738.00          3176320.79          3189499.24          2336474.01          73.0153547          100.415214          106.753603         0.137655381E-01      100.211000          100.000000          2977869.77          2990234.31    
12-2002          2400890.00          3186370.93          3155591.92          2409380.66          74.9231065          99.0344140          107.924116        -0.577078203E-01      101.549000          100.000000          2987292.00          2958447.13    
 1-2003          2356115.00          3197053.55          3210393.04          2342202.32          74.5776607          100.417604          105.579015         0.776293656E-01      98.4078000          100.000000          2997307.18          3009824.05    
 2-2003          2404923.00          3208462.73          3209041.12          2426758.98          74.9436799          100.018013          105.691829         0.342547312E-01      99.9979000          100.000000          3008003.53          3008545.36    
 3-2003          2920389.00          3220372.69          3211033.37          2981900.04          89.2895720          99.7104566          106.394401        -0.872102057E-03      101.858000          100.000000          3019169.39          3010427.58    
 4-2003          3373649.00          3231388.52          3243233.59          3307493.51          105.486680          100.366840          107.275597         0.329457081E-01      98.6107000          100.000000          3029496.96          3040610.36    
 5-2003          3640369.00          3242529.30          3264473.55          3644666.06          109.881889          100.676524          108.110980         0.924665672E-01      101.486000          100.000000          3039941.69          3060507.62    
 6-2003          4057097.00          3253774.86          3260638.54          4028334.69          123.386310          100.211021          108.320737         0.160668484E-01      100.843000          100.000000          3050484.64          3056921.82    
 7-2003          4059793.00          3265109.55          3254005.78          4059841.72          127.204884          99.6599385          104.605032         0.503614214E-02      98.0803000          100.000000          3061111.16          3050701.50    
 8-2003          5083226.00          3276769.39          3272977.22          5068224.06          153.132914          99.8842521          108.489449         0.375475330E-02      101.421000          100.000000          3072042.51          3068486.69    
 9-2003          3483927.00          3289223.50          3278561.42          3498420.96          107.157587          99.6758287          105.326046         0.658895506E-02      99.1660000          100.000000          3083718.52          3073721.99    
10-2003          2812244.00          3302660.98          3284699.38          2812187.76          86.4774499          99.4560827          105.593986         0.349713476E-02      99.0044000          100.000000          3096316.45          3079475.05    
11-2003          2252198.00          3316377.80          3294381.03          2245506.39          68.2440383          99.3372025          107.160887        -0.571777248E-01      100.177000          100.000000          3109176.26          3088568.72    
12-2003          2711660.00          3330995.78          3350068.56          2710006.90          80.9086274          100.572997          106.764667         0.111628958          100.043000          100.000000          3122880.93          3140774.94    
 1-2004          2517579.00          3345985.26          3346755.32          2523524.42          73.1378485          100.022975          109.438105         0.271689549E-01      102.853000          100.000000          3136933.90          3137654.61    
 2-2004          2675157.00          3360759.77          3375180.38          2592633.48          78.3283510          100.428910          111.356984         0.259748491E-01      101.189000          100.000000          3150785.32          3164299.37    
 3-2004          3035475.00          3374985.13          3386974.86          3112266.35          90.4107550          100.355270          103.114680         0.425541996E-01      99.1276000          100.000000          3164121.91          3175363.07    
 4-2004          3421134.00          3389105.25          3375715.35          3354047.35          102.667814          99.6051809          107.385798        -0.178517602E-01      98.7120000          100.000000          3177359.83          3164815.01    
 5-2004          3706561.00          3401355.35          3405121.05          3710936.19          108.653711          100.110683          106.722920        -0.861002753E-02      100.183000          100.000000          3188844.57          3192374.06    
 6-2004          3977273.00          3411011.25          3386992.11          3981919.90          118.776107          99.2958312          105.320041        -0.261910278E-01      98.8649000          100.000000          3197897.18          3175378.58    
 7-2004          4492476.00          3418129.68          3419628.16          4492529.91          131.778978          100.043907          106.324056         0.501412293E-01      99.6921000          100.000000          3204570.86          3205977.90    
 8-2004          5119982.00          3422585.77          3417710.78          5126087.17          149.787879          99.8580245          106.540543        -0.158972071E-02      100.013000          100.000000          3208748.54          3204192.91    
 9-2004          3709156.00          3424155.80          3429931.35          3709200.51          109.340286          100.168674          105.482462         0.223798631E-01      98.9030000          100.000000          3210220.48          3215635.29    
10-2004          3101612.00          3423557.59          3434838.53          3088731.99          88.5610581          100.329800          109.199737         0.294899069E-01      101.962000          100.000000          3209659.64          3220245.10    
11-2004          2352036.00          3420222.61          3431061.55          2345047.76          69.3698262          100.317246          105.709283         0.182437910E-01      98.8200000          100.000000          3206533.03          3216705.63    
12-2004          2658959.00          3416349.43          3420344.59          2668362.31          80.3150495          100.116937          102.869753        -0.255154272E-01      96.7932000          100.000000          3202901.84          3206647.22    
 1-2005          2585525.00          3412613.34          3403320.41          2591630.88          74.4854214          99.7280145          108.524108        -0.119827521E-01      101.994000          100.000000          3199399.17          3190697.27    
 2-2005          2474662.00          3409683.64          3386410.12          2497131.19          73.0777987          99.3174146          105.691829        -0.671226944E-01      99.9979000          100.000000          3196652.52          3174832.63    
 3-2005          3112342.00          3408016.03          3392438.03          3033062.88          93.5401436          99.5428972          107.339424        -0.583211657E-01      98.0793000          100.000000          3195089.09          3180484.25    
 4-2005          3511328.00          3409355.23          3416306.35          3577123.54          102.345423          100.204661          105.137980         0.154627577E-01      100.426000          100.000000          3196344.62          3202886.28    
 5-2005          3451021.00          3412402.88          3405023.55          3455094.56          101.346816          99.7835411          106.532235        -0.909460357E-01      100.004000          100.000000          3199201.86          3192276.90    
 6-2005          4380746.00          3417434.82          3436080.73          4385864.30          126.627656          100.545927          107.256849         0.476342636E-01      100.683000          100.000000          3203919.42          3221410.47    
 7-2005          4638696.00          3424201.08          3432696.82          4619570.98          132.536316          100.248644          109.193262        -0.246919114E-02      101.959000          100.000000          3210262.93          3218245.06    
 8-2005          5132581.00          3432573.47          3437507.16          5117433.40          151.127691          100.144226          105.683642        -0.117918875E-01      98.7980000          100.000000          3218112.23          3222753.58    
 9-2005          3712094.00          3442480.55          3444140.56          3712138.55          108.827664          100.048243          105.625696        -0.198800840E-01      99.0373000          100.000000          3227400.33          3228957.34    
10-2005          3083897.00          3453410.99          3464575.12          3083835.32          87.3843017          100.323043          108.642851        -0.189708998E-01      101.863000          100.000000          3237647.86          3248106.85    
11-2005          2395921.00          3466403.25          3457212.24          2398729.91          68.9923335          99.7348760          107.007142        -0.898862458E-02      100.449000          100.000000          3249828.38          3241212.30    
12-2005          2796835.00          3479086.27          3467503.27          2783585.13          80.0143521          99.6663245          108.024040        -0.106814878E-01      100.805000          100.000000          3261718.99          3250835.43    
 1-2006          2665668.00          3491050.98          3508759.23          2671963.15          76.3713881          100.507280          105.845745         0.440143630E-01      99.4768000          100.000000          3272936.17          3289539.13    
 2-2006          2633484.00          3501977.36          3522385.78          2657395.24          74.7657830          100.582754          105.691829         0.548901702E-01      99.9979000          100.000000          3283179.88          3302312.75    
 3-2006          3197800.00          3511625.66          3528458.42          3265154.04          91.5452731          100.479332          103.407966         0.499037983E-01      98.9989000          100.000000          3292225.38          3308006.06    
 4-2006          3855995.00          3518356.51          3515149.03          3764766.86          106.257979          99.9093661          112.773108         0.171281280E-02      103.236000          100.000000          3298535.70          3295546.11    
 5-2006          3483886.00          3524588.74          3520916.95          3473604.13          100.160602          99.8954537          105.674656        -0.127905556E-01      98.7896000          100.000000          3304378.55          3300923.94    
 6-2006          4388697.00          3530776.31          3516219.35          4393824.59          126.704390          99.5876230          104.938985        -0.579639774E-02      98.5072000          100.000000          3310179.52          3296529.10    
 7-2006          4705107.00          3537192.10          3527989.20          4705163.46          130.929825          99.7400325          108.636175        -0.786261819E-02      101.860000          100.000000          3316194.47          3307573.44    
 8-2006          5254922.00          3543914.61          3538465.69          5261188.07          149.400261          99.8463216          105.890837        -0.514065887E-02      99.4031000          100.000000          3322496.97          3317391.01    
 9-2006          3902391.00          3550979.14          3556482.13          3902437.83          108.902847          100.154559          107.458732         0.742546058E-02      100.756000          100.000000          3329120.12          3334265.56    
10-2006          2941655.00          3558275.01          3540384.73          2941596.17          82.7971229          99.4967671          107.031281        -0.564163959E-01      100.352000          100.000000          3335960.16          3319172.51    
11-2006          2480791.00          3566342.05          3561779.99          2483699.41          70.6144858          99.8720483          105.074283         0.245802616E-01      98.6346000          100.000000          3343523.18          3339245.09    
