  *** Seats Revision: 942  Build: 2017/09/25 09:48:03                                                            ***
 "vatasa"
  DATE               Series          TrendCycle       SAser (rec *)   Calendar Adjusted        Seasonal (*)           Irregular           Preadjust             E-Resid      Sep. REG Comp.     REG Comp. in SA    Stoch TrendCycle     Stoch. SASeries
 7-2025          21717500.0          8844244.94          8844244.94          21717500.0          245.555162          100.000000          99.9999773          0.00000000          100.000000          100.000000          8860872.55          8860872.55    
 8-2025          21358200.0          8893959.81          8893959.81          21358200.0          240.142754          100.000000          99.9999773          0.00000000          100.000000          100.000000          8921981.96          8921981.96    
 9-2025          13802500.0          8945351.85          8945351.85          13802500.0          154.298011          100.000000          99.9999773          0.00000000          100.000000          100.000000          8985142.95          8985142.95    
10-2025          7402780.00          8997707.32          8997707.32          7402780.00          82.2740698          100.000000          99.9999773          0.00000000          100.000000          100.000000          9015342.17          9015342.17    
11-2025          2210180.00          9050799.01          9050799.01          2210180.00          24.4197225          100.000000          99.9999773          0.00000000          100.000000          100.000000          9043238.01          9043238.01    
 "vataic"
  DATE               Series          TrendCycle       SAser (rec *)   Calendar Adjusted        Seasonal (*)           Irregular           Preadjust             E-Resid      Sep. REG Comp.     REG Comp. in SA    Stoch TrendCycle     Stoch. SASeries
 1-2000          165249.000          552269.056          552355.181          166722.325          29.1672724          100.015908          105.403443          0.00000000          102.571000          100.000000          552269.056          552356.913    
 2-2000          150973.000          555505.944          555653.842          150960.923          27.5753880          100.026901          102.162897          0.00000000          98.5311000          100.000000          555505.944          555655.381    
 3-2000          166636.000          558818.641          559454.585          187175.792          30.5868442          100.113846          89.8821815          0.00000000          97.3799000          100.000000          558818.641          559454.836    
 4-2000          434543.000          562142.005          561488.511          382379.618          72.5819726          99.8838613          125.627948          0.00000000          106.626000          100.000000          562142.005          561489.141    
 5-2000          363922.000          565507.103          567557.045          359891.218          65.9580405          100.362883          65.5845111          0.00000000          97.2145000          100.000000          565507.103          567559.234    
 6-2000          897666.000          568878.439          566601.459          901616.885          162.751583          99.5997378          100.482338          0.00000000          97.3446000          100.000000          568878.439          566601.434    
 7-2000          1632602.00          572207.512          576762.523          1632678.74          271.601537          100.796079          108.047764          0.00000000          104.220000          100.000000          572207.512          576762.734    
 8-2000          2088758.00          575471.243          576679.344          2098147.21          367.561991          100.209945          101.709246          0.00000000          98.5424000          100.000000          575471.243          576679.414    
 9-2000          521028.000          578706.755          582570.238          521052.489          88.2439076          100.667810          105.073392          0.00000000          101.351000          100.000000          578706.755          582571.418    
10-2000          170617.000          581978.805          577938.167          170603.352          29.2473303          99.3055202          104.658514          0.00000000          100.938000          100.000000          581978.805          577937.080    
11-2000          110446.000          584683.601          579351.817          110933.776          19.3869967          99.0881344          101.500552          0.00000000          98.3325000          100.000000          584683.601          579352.072    
12-2000          258820.000          587778.326          588765.801          250307.057          41.6466969          100.167723          113.157817          0.00000000          105.554000          100.000000          587778.326          588764.166    
 1-2001          172756.000          591268.399          595991.097          171602.829          31.0769475          100.798971          97.3528878         0.279166898E-01      93.2728000          100.000000          591268.399          595992.464    
 2-2001          172334.000          595153.669          594323.943          172320.214          28.9968763          99.8608702          103.685111         0.199687781E-01      99.9992000          100.000000          595153.669          594325.633    
 3-2001          187984.000          599393.544          592907.796          211155.177          31.7961820          98.9180166          92.0371223        -0.178612469E-02      99.7146000          100.000000          599393.544          592908.206    
 4-2001          473640.000          604601.719          604407.402          423324.166          76.0287578          99.9673422          119.564194         0.374148971E-01      103.072000          100.000000          604601.719          604404.270    
 5-2001          379879.000          609399.780          607230.726          381568.586          63.4992311          99.6441817          65.4378365        -0.553211864E-01      98.5197000          100.000000          609399.780          607231.424    
 6-2001          1075194.00          613357.543          620264.811          1079926.24          178.248867          101.126215          100.383141         0.851056222E-01      97.2485000          100.000000          613357.543          620265.265    
 7-2001          1526365.00          616422.638          614171.035          1526436.74          246.219802          99.6352582          104.643150        -0.137162587          100.936000          100.000000          616422.638          614174.287    
 8-2001          2223411.00          618554.630          621100.834          2233405.49          365.338076          100.411693          101.134655        -0.239850927E-01      97.9857000          100.000000          618554.630          621101.174    
 9-2001          533357.000          619749.172          617888.923          525133.411          82.8288295          99.6994219          109.738632        -0.110217380          104.214000          100.000000          619749.172          617886.341    
10-2001          202078.000          620452.173          622297.935          205233.465          33.1680051          100.297570          99.9441340         0.133087032          97.9042000          100.000000          620452.173          622298.453    
11-2001          147757.000          620913.269          621107.872          148409.557          23.6603166          100.031328          103.784334         0.177683646          100.545000          100.000000          620913.269          621107.791    
12-2001          262450.000          621388.013          620929.809          265959.333          41.0716612          99.9259514          105.287852        -0.170386359E-01      102.911000          100.000000          621388.013          620927.884    
 1-2002          162049.000          621878.681          610830.377          163493.795          27.1146195          98.2234805          100.543135        -0.197790254          97.8413000          100.000000          621878.681          610830.885    
 2-2002          189254.000          622303.986          623347.685          189238.861          30.3611481          100.168000          103.685111         0.605019388E-02      99.9992000          100.000000          622303.986          623349.457    
 3-2002          321453.000          622647.016          634815.665          285297.638          48.7768694          101.953987          121.271950         0.172937201          103.814000          100.000000          622647.016          634813.459    
 4-2002          408957.000          623145.348          623384.553          462595.684          64.8856972          100.038911          92.6688622         0.866748674E-02      101.105000          100.000000          623145.348          623387.820    
 5-2002          412090.000          624100.592          620231.180          413922.850          67.8218691          99.3800802          65.0690668        -0.125710754E-01      97.9645000          100.000000          624100.592          620231.669    
 6-2002          1157509.00          626061.944          621827.713          1144643.21          179.851454          99.3237012          108.512487        -0.102532948          103.500000          100.000000          626061.944          621827.895    
 7-2002          1518648.00          629185.754          626810.259          1542552.94          247.476209          99.6225187          99.9285862        -0.500174223E-01      97.9011000          100.000000          629185.754          626810.695    
 8-2002          2263211.00          633564.320          630371.949          2273384.40          350.897576          99.4961749          105.605150        -0.112793065          102.317000          100.000000          633564.320          630372.264    
 9-2002          518365.000          639115.254          633378.095          518389.364          79.8981969          99.1023397          106.194095        -0.748608530E-01      102.432000          100.000000          639115.254          633378.170    
10-2002          232402.000          645187.371          646198.630          232383.409          37.3359448          100.157070          99.8772445         0.667774551E-01      96.3267000          100.000000          645187.371          646200.763    
11-2002          191306.000          652809.821          665407.736          192150.887          28.3510095          101.929870          104.675138         0.171756657          101.408000          100.000000          652809.821          665408.202    
12-2002          289476.000          659860.685          653358.385          293346.710          42.8220675          99.0142304          105.854648         0.310428487E-02      103.465000          100.000000          659860.685          653355.979    
 1-2003          200136.000          666284.586          673892.652          195728.201          30.5257777          101.142134          103.139423         0.961663015E-01      97.2899000          100.000000          666284.586          673894.449    
 2-2003          200264.000          672106.447          671756.275          200247.980          29.8122414          99.9481835          103.685111        -0.392133633E-01      99.9992000          100.000000          672106.447          671758.185    
 3-2003          241180.000          677356.628          673127.991          270908.192          34.3825760          99.3761922          96.1854782        -0.148283940          104.209000          100.000000          677356.628          673131.225    
 4-2003          560782.000          680411.009          689022.636          501208.877          83.0644438          101.265462          113.659529         0.293410579E-01      97.9818000          100.000000          680411.009          689021.351    
 5-2003          706843.000          683252.362          929975.278          709986.822          74.3014264          136.110355          92.6617605         0.102151408          102.295000          100.000000          683252.362          681917.787    
 6-2003          1236951.00          685798.046          686894.069          1204302.36          177.014734          100.159109          108.331660        -0.226040882E-01      101.731000          100.000000          685798.046          686889.211    
 7-2003          1616884.00          688027.687          685292.400          1616960.00          244.945684          99.6025050          99.8614509        -0.254189029E-01      96.3237000          100.000000          688027.687          685292.811    
 8-2003          2453188.00          689975.302          690858.600          2426112.58          341.747398          100.127516          108.928483        -0.370907074E-01      103.905000          100.000000          689975.302          690855.132    
 9-2003          572256.000          691707.650          693478.143          581263.846          83.7515052          100.256107          100.569694         0.694929713E-01      98.5292000          100.000000          691707.650          693479.164    
10-2003          263676.000          693333.449          692301.318          263654.908          39.1061868          99.8514464          100.983366         0.269248468E-01      97.3935000          100.000000          693333.449          692303.477    
11-2003          172037.000          695098.352          688271.726          170124.797          25.0005560          99.0175876          104.821804        -0.197426307          99.9798000          100.000000          695098.352          688269.620    
12-2003          338741.000          696835.664          701177.718          337967.055          48.3964372          100.623004          103.730099         0.101515348          99.8220000          100.000000          696835.664          701176.980    
 1-2004          227059.000          698605.296          692737.397          229083.410          31.3236496          99.1597425          107.529578         0.190763579E-02      104.640000          100.000000          698605.296          692735.213    
 2-2004          226519.000          700521.983          702608.735          223002.254          31.4739463          100.297561          107.874899         0.113909162E-02      102.433000          100.000000          700521.983          702606.464    
 3-2004          225787.000          702668.394          691924.295          257598.023          33.3345753          98.4710286          88.9583996        -0.700448839E-01      97.8916000          100.000000          702668.394          691924.795    
 4-2004          485362.000          704860.839          691727.114          433800.912          72.0685028          98.1364892          112.939513        -0.215136186          97.3611000          100.000000          704860.839          691725.681    
 5-2004          602833.000          707280.837          721116.452          605514.217          83.6135657          101.956228          66.4080491         0.112068105          99.9804000          100.000000          707280.837          721116.861    
 6-2004          1151821.00          709899.265          707232.288          1156890.49          165.359615          99.6243475          101.664968        -0.771006199E-01      98.4903000          100.000000          709899.265          707232.510    
 7-2004          1815353.00          712584.087          720992.822          1815438.33          252.481260          101.180078          103.386947         0.173984568E-01      99.7243000          100.000000          712584.087          720993.133    
 8-2004          2296139.00          715234.098          717134.758          2306460.41          319.393459          100.265796          103.468626        -0.793032319E-01      100.247000          100.000000          715234.098          717135.162    
 9-2004          621484.000          717877.426          720085.335          621513.211          88.2913410          100.307591          101.342727         0.160766837E-01      97.7525000          100.000000          717877.426          720085.555    
10-2004          318509.000          720545.673          722292.247          313564.094          42.4707650          100.242030          109.345063         0.497855111E-01      103.829000          100.000000          720545.673          722289.610    
11-2004          173336.000          723069.802          721520.307          171409.359          24.5538599          99.7853982          102.579318        -0.335580340E-01      97.8409000          100.000000          723069.802          721518.081    
12-2004          329227.000          725570.295          729302.470          333629.238          48.3514209          100.514492          95.5201484        -0.610870473E-02      93.3638000          100.000000          725570.295          729303.295    
 1-2005          260366.000          727986.187          731571.742          262687.368          34.6978655          100.492846          105.403443         0.975122531E-01      102.571000          100.000000          727986.187          731574.035    
 2-2005          215516.000          730197.993          724542.721          215498.760          29.7453439          99.2257973          103.685111        -0.759306469E-01      99.9992000          100.000000          730197.993          724544.781    
 3-2005          369326.000          732167.300          745443.521          322721.674          51.4404033          101.813120          114.276689         0.181426050          96.3143000          100.000000          732167.300          745442.374    
 4-2005          482110.000          734127.216          732503.593          536918.859          65.3748083          99.7790555          93.7235135         0.107376959          100.676000          100.000000          734127.216          732505.203    
 5-2005          546487.000          735975.087          726026.456          548917.607          75.1019691          98.6483850          66.5705150        -0.180074284          100.225000          100.000000          735975.087          726027.537    
 6-2005          1336020.00          737759.818          740795.408          1341900.21          179.826096          100.411816          103.523710         0.634695998E-01      100.291000          100.000000          737759.818          740798.034    
 7-2005          1863947.00          739586.846          737101.567          1835207.65          243.556712          99.6637219          109.330063        -0.100311041          103.826000          100.000000          739586.846          737099.777    
 8-2005          2283314.00          741438.341          741514.346          2258113.45          316.680107          100.009885          101.936638        -0.542871456E-01      97.2356000          100.000000          741438.341          741511.630    
 9-2005          673034.000          743202.193          743915.557          673065.634          92.3049107          100.095990          101.613935         0.174721538E-01      98.0141000          100.000000          743202.193          743915.594    
10-2005          350559.000          744889.583          753134.898          350530.958          44.6606233          101.107136          108.064597         0.472306996E-01      104.223000          100.000000          744889.583          753136.526    
11-2005          191517.000          747379.917          743498.843          192362.819          25.7251834          99.4809264          103.356996         0.288194646E-01      100.131000          100.000000          747379.917          743500.465    
12-2005          364029.000          749513.923          742485.102          357578.288          48.5853600          99.0627929          106.510588        -0.734691987E-01      100.912000          100.000000          749513.923          742489.425    
 1-2006          260666.000          751400.884          752404.478          262990.043          34.5438751          100.133132          103.060482        -0.360479777E-01      100.291000          100.000000          751400.884          752401.238    
 2-2006          231482.000          753197.486          753911.459          231463.483          30.7043817          100.095077          103.685111         0.145954849E-01      99.9992000          100.000000          753197.486          753913.603    
 3-2006          268746.000          754918.062          745817.208          301872.017          37.0032854          98.7945024          89.8821815        -0.135353321          97.3799000          100.000000          754918.062          745817.543    
 4-2006          776009.000          755677.392          758081.728          682855.380          96.0036205          100.318282          125.627948         0.135100305          106.626000          100.000000          755677.392          758082.579    
 5-2006          586623.000          757125.231          763912.182          580125.593          78.9922718          100.896800          65.5845111         0.288750355E-01      97.2145000          100.000000          757125.231          763915.128    
 6-2006          1360370.00          759703.800          757823.608          1366357.38          183.015405          99.7525654          101.246294        -0.182968715E-01      98.0847000          100.000000          759703.800          757824.030    
 7-2006          1856099.00          763347.282          764895.541          1856186.24          232.834825          100.202862          108.047764        -0.494432675E-01      104.220000          100.000000          763347.282          764895.820    
 8-2006          2272948.00          768065.729          766619.848          2283165.16          300.875140          99.8117625          101.709246        -0.556140397E-01      98.5424000          100.000000          768065.729          766619.941    
 9-2006          739228.000          773955.617          778088.790          739262.745          93.7391933          100.534236          105.073392         0.111829668E-01      101.351000          100.000000          773955.617          778090.367    
10-2006          318983.000          780587.309          773133.467          318957.483          40.8750568          99.0449120          104.658514        -0.111978333          100.938000          100.000000          780587.309          773132.014    
11-2006          221431.000          787994.097          785069.681          222408.932          28.6835655          99.6289222          101.500552         0.121685879          98.3325000          100.000000          787994.097          785070.026    
12-2006          437352.000          795523.231          796780.963          422966.896          52.0016917          100.157823          113.157817         0.733043925E-01      105.554000          100.000000          795523.231          796778.750    
 1-2007          263312.000          803122.781          806962.415          261554.355          34.9834253          100.478319          97.3528878         0.126835330E-01      93.2728000          100.000000          803122.781          806964.267    
 2-2007          256271.000          810632.757          805892.871          256250.500          31.7998905          99.4155683          103.685111         0.467751253E-01      99.9992000          100.000000          810632.757          805895.162    
 3-2007          319524.000          817887.318          820618.786          358908.986          39.0484031          100.334036          92.0371223         0.915018475E-01      99.7146000          100.000000          817887.318          820619.353    
 4-2007          890389.000          824262.323          831675.808          795800.990          103.868776          100.898885          119.564194         0.123088552          103.072000          100.000000          824262.323          831671.498    
 5-2007          590087.000          829858.848          824118.313          592711.527          72.6780726          99.3083657          65.4378365        -0.639249389E-01      98.5197000          100.000000          829858.848          824119.260    
 6-2007          1529538.00          834205.288          842933.288          1536269.93          186.588191          101.046339          100.383141         0.584452029E-01      97.2485000          100.000000          834205.288          842933.905    
 7-2007          1833647.00          837364.772          831975.484          1833733.19          218.352975          99.3569252          104.643150        -0.511921969E-01      100.936000          100.000000          837364.772          831979.890    
 8-2007          2455521.00          839442.151          837848.711          2466558.85          299.099266          99.8102333          101.134655         0.157272593E-01      97.9857000          100.000000          839442.151          837849.169    
 9-2007          790961.000          840455.563          834924.656          778765.532          90.9037330          99.3415006          109.738632        -0.437779109E-01      104.214000          100.000000          840455.563          834921.168    
10-2007          342094.000          840786.328          837923.722          347435.826          41.7003451          99.6596151          99.9441340         0.514034480E-01      97.9042000          100.000000          840786.328          837924.418    
11-2007          283110.000          840949.763          855274.487          284360.332          32.9222277          101.703385          103.784334         0.155601829          100.545000          100.000000          840949.763          855274.375    
12-2007          440048.000          840755.389          838852.353          445932.074          50.9744709          99.7733423          105.287852        -0.616271538E-04      102.911000          100.000000          840755.389          838849.752    
 1-2008          269273.000          840211.152          832080.869          271673.781          33.0753964          99.0324347          100.543135        -0.878345583E-01      97.8413000          100.000000          840211.152          832081.561    
 2-2008          300165.000          839355.183          843276.549          300140.989          35.7305390          100.467508          103.292867         0.902849990E-01      99.6209000          100.000000          839355.183          843279.239    
 3-2008          447297.000          838316.795          840925.382          390853.709          51.0426597          100.311443          123.643732        -0.363373033E-01      104.209000          100.000000          838316.795          840927.672    
 4-2008          643710.000          837096.183          840787.877          739566.155          78.1373001          100.441152          88.4186274        -0.973303922E-01      97.9818000          100.000000          837096.183          840789.051    
 5-2008          953463.000          836582.504          837499.293          957703.712          111.292267          100.109736          101.778862        -0.295410265E-01      102.295000          100.000000          836582.504          837500.536    
 6-2008          1429763.00          837434.408          832504.963          1392025.20          168.820005          99.4105941          104.424110        -0.172250983          101.731000          100.000000          837434.408          832498.520    
 7-2008          1768872.00          839711.658          841503.833          1768955.14          218.226332          100.213421          96.2594233        -0.558449994E-02      96.3237000          100.000000          839711.658          841503.777    
 8-2008          2621542.00          843445.141          842821.481          2592608.49          299.353801          99.9254898          104.999405        -0.245093627E-01      103.905000          100.000000          843445.141          842816.688    
 9-2008          734191.000          848624.634          849326.419          745747.855          87.7343103          100.082777          96.9421197        -0.908201810E-03      98.5292000          100.000000          848624.634          849327.104    
10-2008          372456.000          854629.683          857400.320          372426.206          44.6027217          100.324438          97.3408707         0.613821097E-01      97.3935000          100.000000          854629.683          857402.422    
11-2008          255335.000          861976.036          854668.569          252496.934          29.8813596          99.1518730          101.040856        -0.130439117          99.9798000          100.000000          861976.036          854665.384    
12-2008          455141.000          869160.425          863587.173          454101.108          52.7975183          99.3586066          99.9885282         0.407122925E-01      99.8220000          100.000000          869160.425          863585.688    
 1-2009          321720.000          876080.256          887000.613          324588.388          34.6622228          101.246115          103.650959         0.100358512          104.640000          100.000000          876080.256          886997.225    
 2-2009          323364.000          882718.904          888845.813          323338.133          36.3805041          100.694314          99.9451627         0.536315211E-01      99.9992000          100.000000          882718.904          888847.747    
 3-2009          332840.000          888952.271          880799.008          373866.335          37.4424485          99.0823996          89.7933385        -0.328213733E-01      100.924000          100.000000          888952.271          880795.241    
 4-2009          730681.000          893457.279          889339.049          653059.127          87.5797921          99.5387447          104.896830        -0.987402728E-01      93.8116000          100.000000          893457.279          889336.160    
 5-2009          1053116.00          897256.155          911111.139          1041451.74          111.267603          101.544810          104.979305         0.210072729E-01      103.881000          100.000000          897256.155          911117.057    
 6-2009          1364883.00          900029.171          892564.609          1392403.86          151.712401          99.1707244          98.7405170        -0.390470786E-01      100.794000          100.000000          900029.171          892565.449    
 7-2009          1867007.00          901699.275          892836.854          1867094.75          214.714882          99.0171225          97.3244121        -0.258275592E-02      97.3894000          100.000000          901699.275          892836.676    
 8-2009          2707256.00          902242.091          905599.392          2719425.43          298.934356          100.372179          99.4947244         0.409464867E-01      100.004000          100.000000          902242.091          905600.043    
 9-2009          802511.000          901758.819          901673.028          802548.720          90.9164128          99.9905069          97.8294749         0.322695842E-01      97.8948000          100.000000          901758.819          901673.214    
10-2009          416746.000          900643.583          900329.607          416712.663          46.4141735          99.9653819          99.6746089         0.391587033E-01      99.7285000          100.000000          900643.583          900331.797    
11-2009          266723.000          898527.817          896156.012          267900.961          29.2603174          99.7363855          101.207925        -0.990603884E-02      101.718000          100.000000          898527.817          896159.167    
12-2009          490150.000          896357.391          907020.672          496704.009          57.1196840          101.189605          93.3013393         0.924278319E-01      94.6076000          100.000000          896357.391          907020.501    
 1-2010          321331.000          894238.883          882806.158          319186.070          34.8290710          98.7218031          105.144023        -0.724668470E-01      104.507000          100.000000          894238.883          882808.750    
 2-2010          318059.000          892217.382          893476.580          318033.557          35.5981961          100.141349          99.9451627        -0.681912824E-01      99.9992000          100.000000          892217.382          893478.524    
 3-2010          352891.000          890443.423          894523.032          402609.646          40.2998684          100.458160          85.7496478         0.579481915E-01      97.8916000          100.000000          890443.423          894523.082    
 4-2010          723520.000          889813.707          886197.207          646658.856          83.8561061          99.5932938          108.865756        -0.973031267E-01      97.3611000          100.000000          889813.707          886194.779    
 5-2010          781361.000          889744.448          880292.807          784836.255          88.7788893          98.9377099          99.4759408        -0.287921589          99.9804000          100.000000          889744.448          880292.781    
 6-2010          1438880.00          890438.196          895083.931          1445212.92          163.217738          100.521700          97.9978869         0.372285389E-01      98.4903000          100.000000          890438.196          895083.614    
 7-2010          2145355.00          891929.598          905250.007          2145455.84          237.645521          101.493413          99.6577541         0.899054366E-01      99.7243000          100.000000          891929.598          905249.794    
 8-2010          2576456.00          894234.380          892356.544          2588037.47          288.013558          99.7899959          99.7364869        -0.832083632E-01      100.247000          100.000000          894234.380          892356.451    
 9-2010          809838.000          897299.751          891886.539          809876.064          92.8882260          99.3966861          97.6872699        -0.146638508E-01      97.7525000          100.000000          897299.751          891886.217    
10-2010          457663.000          900842.058          897442.525          450557.705          49.1157169          99.6221971          105.400960         0.139067918E-01      103.829000          100.000000          900842.058          897438.650    
11-2010          275195.000          904420.888          906490.652          272136.189          31.0282134          100.228474          98.8792561         0.300115401E-01      97.8409000          100.000000          904420.888          906487.251    
12-2010          465227.000          908200.717          910721.081          471447.753          54.7143195          100.277558          92.0747127        -0.652364331E-01      93.3638000          100.000000          908200.717          910721.504    
 1-2011          362379.000          912003.131          921219.353          365609.895          38.3508841          101.010796          101.601515         0.133019263          102.571000          100.000000          912003.131          921221.626    
 2-2011          308087.000          915752.383          915994.569          308062.355          33.6344205          100.026664          99.9451627        -0.621894867E-01      99.9992000          100.000000          915752.383          915996.562    
 3-2011          391087.000          919401.837          913810.744          439292.944          43.0147272          99.3918284          88.5216725         0.452232873E-01      99.4947000          100.000000          919401.837          913810.296    
 4-2011          795173.000          923106.205          920933.433          710699.998          85.7644751          99.7647770          112.572361         0.324170267E-01      100.676000          100.000000          923106.205          920934.847    
 5-2011          761928.000          926173.526          930531.742          765316.823          81.6971067          100.470651          99.7193066        -0.580889349E-01      100.225000          100.000000          926173.526          930532.574    
 6-2011          1529820.00          928165.319          921710.745          1536553.18          165.494560          99.3048736          99.7895841         0.170296008E-01      100.291000          100.000000          928165.319          921713.397    
 7-2011          2172464.00          928965.492          931282.476          2138967.76          224.680321          100.249105          105.386500        -0.703409700E-01      103.826000          100.000000          928965.492          931279.594    
 8-2011          2640900.00          928411.136          928112.709          2611752.84          292.634778          99.9674233          98.2597582         0.177809228E-01      97.2356000          100.000000          928411.136          928108.690    
 9-2011          940820.000          926429.934          940004.930          940864.221          102.114603          101.465239          97.9486953         0.124494527          98.0141000          100.000000          926429.934          940004.350    
10-2011          513404.000          923551.707          932676.204          513362.931          52.8159118          100.988130          104.166680         0.956899787E-01      104.223000          100.000000          923551.707          932677.598    
11-2011          289750.000          918964.043          909424.605          291029.657          31.8191220          98.9620854          99.6288830         0.667804058E-02      100.131000          100.000000          918964.043          909425.982    
12-2011          485113.000          914658.159          910308.728          476516.640          52.8094194          99.5249878          102.668725        -0.104506751          100.912000          100.000000          914658.159          910313.421    
 1-2012          341003.000          910889.463          908050.602          344043.311          37.4443406          99.6878462          99.3430649        -0.682656894E-01      100.291000          100.000000          910889.463          908046.087    
 2-2012          282228.000          907725.750          892381.101          282205.424          31.8316166          98.3097367          99.3016106        -0.106123136          99.3553000          100.000000          907725.750          892382.794    
 3-2012          437940.000          905093.125          919889.970          491921.112          47.7441294          101.634845          88.7173202         0.936628501E-01      99.7146000          100.000000          905093.125          919889.992    
 4-2012          844897.000          904320.771          906705.565          755141.707          90.4059020          100.263124          115.251484         0.136974263E-01      103.072000          100.000000          904320.771          906700.260    
 5-2012          639824.000          903515.651          895483.033          642669.742          72.5237220          99.1110144          98.0226108        -0.181559751          98.5197000          100.000000          903515.651          895483.528    
 6-2012          1645088.00          902686.272          917231.876          1652328.50          184.428097          101.611375          96.7622954         0.922236539E-01      97.2485000          100.000000          902686.272          917231.935    
 7-2012          1835588.00          901994.528          889216.510          1835674.28          204.513321          98.5838160          100.868646        -0.141946524          100.936000          100.000000          901994.528          889220.626    
 8-2012          2600003.00          901556.915          901097.509          2611690.31          294.468850          99.9490311          97.4867027        -0.148716970E-01      97.9857000          100.000000          901556.915          901097.401    
 9-2012          903195.000          901401.147          895136.843          889269.047          96.8202114          99.3045670          105.780332        -0.123566608          104.214000          100.000000          901401.147          895132.506    
10-2012          446334.000          901508.561          898416.964          453303.542          50.7435333          99.6570805          96.3391240        -0.588699925E-01      97.9042000          100.000000          901508.561          898417.112    
11-2012          349584.000          902880.921          909481.410          351127.909          38.2293789          100.730967          100.040807         0.190980319          100.545000          100.000000          902880.921          909480.684    
12-2012          484025.000          904186.056          904286.650          490497.109          52.0115595          100.010749          101.490093         0.381400981E-02      102.911000          100.000000          904186.056          904283.243    
 1-2013          315426.000          905356.604          900835.306          318238.272          35.7873776          99.5006223          96.9165191        -0.586609109E-01      97.8413000          100.000000          905356.604          900835.454    
 2-2013          330923.000          906450.467          919099.857          330896.528          36.0054073          101.395707          99.9451627         0.151642642          99.9992000          100.000000          906450.467          919101.857    
 3-2013          514880.000          907612.086          893565.364          456968.975          55.5039346          98.4519351          116.897640        -0.125211740          103.814000          100.000000          907612.086          893561.662    
 4-2013          665161.000          907842.485          906351.478          752403.328          72.5867742          99.8362203          89.3262730         0.133805068E-01      101.105000          100.000000          907842.485          906355.623    
 5-2013          631890.000          908390.125          904860.453          634700.454          71.2838501          99.6114557          97.4702121        -0.970189322E-02      97.9645000          100.000000          908390.125          904860.626    
 6-2013          1584507.00          909174.603          907632.846          1566895.10          168.672238          99.8303848          104.598414        -0.117284624          103.500000          100.000000          909174.603          907632.505    
 7-2013          1947154.00          910057.369          920317.274          1977804.03          216.110146          101.127394          96.3241370         0.111610843          97.9011000          100.000000          910057.369          920317.300    
 8-2013          2757836.00          910970.371          915205.085          2770232.79          294.511471          100.464841          101.795945         0.148044738E-01      102.317000          100.000000          910970.371          915204.932    
 9-2013          877830.000          911863.844          910613.173          877871.260          94.1110974          99.8627897          102.363647         0.276872198E-02      102.432000          100.000000          911863.844          910612.673    
10-2013          451411.000          912699.653          909074.890          451374.890          51.5496586          99.6031151          96.2746472         0.105218019E-01      96.3267000          100.000000          912699.653          909077.286    
11-2013          383950.000          913591.494          925992.462          385645.684          40.8879186          101.357390          100.899479         0.833491830E-01      101.408000          100.000000          913591.494          925992.492    
12-2013          488274.000          914214.757          907387.655          494802.925          52.0088524          99.2527959          102.036444        -0.393937882E-02      103.465000          100.000000          914214.757          907383.707    
 1-2014          354389.000          914551.379          919905.276          346583.930          39.5976458          100.585614          99.4191578         0.842528737E-01      97.2899000          100.000000          914551.379          919907.116    
 2-2014          328143.000          914532.101          909220.226          328116.751          36.0908849          99.4193865          99.9451627        -0.206603510E-01      99.9992000          100.000000          914532.101          909222.204    
 3-2014          470383.000          914129.450          926203.479          528363.083          48.7348890          101.321242          92.7160438         0.130893103          104.209000          100.000000          914129.450          926207.311    
 4-2014          868280.000          913342.691          918284.065          776040.678          96.5022271          100.540766          109.559801         0.431010635E-01      97.9818000          100.000000          913342.691          918281.740    
 5-2014          940899.000          913315.131          1206902.24          945083.831          76.2107977          132.145410          134.417897         0.548527944E-01      102.295000          100.000000          913315.131          913846.453    
